"DispNum","StDay","StMon","StYear","EndDay","EndMon","EndYear","Outcome","Settle","Fatality","FatalPre","MaxDur","MinDur","HiAct","HostLev","Recip","NumA","NumB","Link1","Link2","Link3","Ongo2001","Version"
3976,27,6,1991,2,8,1991,5,3,0,0,37,37,12,3,1,1,1,0,0,0,0,3.1
3977,22,8,1991,19,9,1991,5,3,0,0,29,29,12,3,1,1,1,0,0,0,0,3.1
3978,31,3,1991,-9,4,1991,5,3,0,0,31,2,14,4,0,1,1,0,0,0,0,3.1
3979,27,1,1991,28,12,1991,5,3,-9,-9,336,336,17,4,1,1,1,0,0,0,0,3.1
3980,5,8,1991,27,10,1991,5,3,0,0,84,84,16,4,0,1,1,0,0,0,0,3.1
3981,4,10,1991,4,10,1991,5,3,0,0,1,1,12,3,0,1,1,0,0,0,0,3.1
3982,7,8,1991,29,8,1991,5,3,0,0,23,23,16,4,1,1,1,0,0,0,0,3.1
3983,9,2,1991,3,3,1991,5,3,0,0,23,23,8,3,0,1,1,0,0,0,0,3.1
3984,4,2,1991,30,3,1991,5,3,0,0,55,55,8,3,0,1,1,0,0,0,0,3.1
3985,1,5,1991,2,9,1991,5,3,-9,-9,125,125,17,4,1,1,1,0,0,0,0,3.1
3986,21,12,1991,21,12,1991,5,3,1,-9,1,1,16,4,1,1,1,0,0,0,0,3.1
3987,6,10,1991,13,10,1991,5,1,0,0,8,8,12,3,1,1,1,0,0,0,0,3.1
3988,2,2,1991,2,2,1991,5,3,0,0,1,1,16,4,1,1,1,0,0,0,0,3.1
3994,-9,9,1977,13,6,1978,5,1,-9,-9,286,257,17,4,0,1,1,0,0,0,0,3.1
4001,1,1,1994,23,9,1996,5,3,1,-9,997,997,17,4,1,1,1,4135,0,0,0,3.1
4002,8,2,1995,1,3,1995,5,3,0,0,22,22,16,4,1,1,1,4314,4003,4138,0,3.1
4003,3,1,1996,8,1,1996,1,2,0,0,6,6,11,3,1,1,1,4314,4002,4138,0,3.1
4004,24,1,1996,30,1,1996,1,2,0,0,7,7,14,4,1,1,1,0,0,0,0,3.1
4005,25,6,1996,25,6,1996,5,3,0,0,1,1,17,4,1,1,1,4006,4313,0,0,3.1
4006,20,5,1996,22,5,1996,5,3,0,0,3,3,8,3,0,1,1,4005,4313,0,0,3.1
4007,17,9,1993,17,7,1999,5,3,6,-9,2284,2284,20,5,1,1,1,"147W","166W",4223,0,3.1
4008,31,5,1995,31,5,1995,5,3,1,2,1,1,17,4,1,1,1,0,0,0,0,3.1
4009,-9,10,1995,-9,10,1995,6,1,0,0,31,1,15,4,0,1,1,4219,4172,4262,0,3.1
4010,26,1,1993,20,2,1993,1,2,0,0,26,26,11,3,0,1,1,0,0,0,0,3.1
4011,8,4,1995,13,6,1995,5,4,0,0,67,67,17,4,1,1,1,4012,4171,4140,0,3.1
4012,22,12,1995,22,12,1995,5,3,0,0,1,1,1,2,0,1,1,4011,4171,4140,0,3.1
4013,9,1,1995,9,5,1995,5,3,4,-9,121,121,17,4,1,1,1,4143,4144,4189,0,3.1
4014,15,10,1993,16,10,1993,5,3,0,0,2,2,12,3,1,1,1,4015,4150,4151,0,3.1
4015,25,8,1995,23,9,1995,5,3,0,0,30,30,12,3,1,1,1,4014,4150,4151,0,3.1
4016,18,10,1993,29,9,1994,1,2,0,0,347,347,13,4,1,7,1,0,0,0,0,3.1
4017,12,8,1993,13,8,1993,5,3,0,0,2,2,11,3,0,1,1,0,0,0,0,3.1
4018,-9,1,1993,-9,4,1993,5,3,1,-9,92,32,17,4,1,1,1,4019,4089,0,0,3.1
4019,-9,4,1995,-9,4,1995,5,3,0,0,30,1,16,4,0,1,1,4018,4089,0,0,3.1
4020,10,1,1995,16,9,1995,5,3,0,0,250,250,16,4,0,1,1,4023,4035,4064,0,3.1
4021,3,3,1993,24,3,1993,5,3,0,0,22,22,8,3,1,2,1,4022,4087,4125,0,3.1
4022,5,11,1993,23,4,1995,5,3,0,0,535,535,12,3,1,1,5,4021,4087,4125,0,3.1
4023,-9,1,1993,-9,1,1993,5,3,0,0,31,1,8,3,0,1,1,4020,4035,4064,0,3.1
4024,16,4,1994,28,4,1994,5,3,0,0,13,13,7,3,0,1,1,4027,4028,4029,0,3.1
4025,8,1,1995,8,1,1995,5,3,0,0,1,1,12,3,0,1,1,4026,0,0,0,3.1
4026,4,9,1996,6,9,1996,5,3,0,0,3,3,7,3,0,1,1,4025,0,0,0,3.1
4027,-9,1,1995,13,5,1995,5,3,0,0,133,103,15,4,1,1,1,4024,4028,4029,0,3.1
4028,-9,12,1996,23,9,1997,5,3,0,0,297,267,15,4,1,1,1,4027,4029,4030,0,3.1
4029,-9,8,1993,-9,8,1993,5,3,0,0,31,1,7,3,0,1,1,4027,4028,4030,0,3.1
4030,-9,5,1994,-9,8,1994,5,3,0,0,123,63,15,4,1,1,1,4027,4028,4029,0,3.1
4031,7,3,1995,16,4,1995,1,1,0,0,41,41,16,4,1,1,1,0,0,0,0,3.1
4032,30,1,1993,31,1,1993,4,4,0,0,2,2,1,2,1,1,1,0,0,0,0,3.1
4035,-9,6,1994,14,11,1994,5,3,0,0,167,138,12,3,0,1,1,4020,4023,4064,0,3.1
4038,22,1,1993,11,4,1993,5,3,1,1,80,80,16,4,1,1,1,4039,4094,4095,0,3.1
4039,14,10,1993,14,10,1993,5,3,0,0,1,1,16,4,0,1,1,4038,4094,4095,0,3.1
4040,8,6,1994,8,6,1995,5,3,0,0,1,1,16,4,1,1,1,4092,4133,4193,0,3.1
4041,10,4,1994,8,9,1994,5,3,1,2,152,152,17,4,1,1,1,4090,0,0,0,3.1
4042,26,11,1993,-9,9,1995,5,3,0,0,674,645,16,4,1,1,1,4222,4297,0,0,3.1
4043,1,7,1993,14,8,1994,5,3,1,2,45,45,16,4,1,1,1,4045,4136,4137,0,3.1
4045,10,3,1995,15,3,1995,5,3,0,0,6,6,7,3,0,1,1,4043,4136,4137,0,3.1
4046,23,4,1994,13,6,1994,5,3,0,0,52,52,12,3,0,1,2,4137,4186,4298,0,3.1
4048,26,1,1993,-9,1,1993,8,3,0,0,5,1,7,3,0,1,1,0,0,0,0,3.1
4050,8,4,1994,11,4,1994,5,3,0,0,4,4,15,4,1,1,1,4098,0,0,0,3.1
4051,15,2,1993,15,2,1993,5,3,0,0,1,1,7,3,0,1,1,0,0,0,0,3.1
4052,9,6,1993,12,6,1993,7,3,0,0,4,4,17,4,1,1,1,4104,0,0,0,3.1
4054,3,3,1993,21,2,1994,5,3,2,-9,356,356,17,4,1,6,1,4055,4176,4228,0,3.1
4055,31,12,1994,-9,5,1995,5,3,0,0,152,122,16,4,0,1,1,4054,4176,4228,0,3.1
4058,26,6,1993,26,6,1993,5,3,1,1,1,1,17,4,1,1,1,4097,0,0,0,3.1
4060,25,3,1995,25,3,1995,5,3,0,0,1,1,7,3,0,1,1,4030,4128,4279,0,3.1
4061,21,8,1995,21,8,1995,5,3,0,0,1,1,7,3,1,1,1,4062,4180,0,0,3.1
4062,-9,7,1996,-9,7,1996,5,3,0,0,31,1,7,3,0,1,1,4061,0,0,0,3.1
4063,2,9,1996,-9,9,1996,5,3,0,0,29,1,7,3,1,1,1,0,0,0,0,3.1
4064,-9,7,1995,28,3,1996,5,3,0,0,271,241,11,3,1,1,2,4088,4281,0,0,3.1
4065,23,8,1994,-9,10,1994,5,3,0,0,70,40,7,3,0,1,2,0,0,0,0,3.1
4066,1,2,1993,4,2,1993,5,3,0,0,4,4,8,3,0,1,1,4116,4163,0,0,3.1
4067,18,2,1993,18,2,1993,8,3,1,1,1,1,17,4,1,1,1,0,0,0,0,3.1
4068,26,7,1995,-9,7,1995,5,3,0,0,6,1,14,4,0,1,1,0,0,0,0,3.1
4069,31,3,1993,7,4,1993,7,1,0,0,8,8,15,4,0,1,1,4245,0,0,0,3.1
4071,23,10,1994,-9,11,1994,8,3,0,0,39,10,11,3,0,1,1,4244,4122,4170,0,3.1
4072,13,3,1993,25,7,1993,5,3,0,0,135,135,16,4,1,1,1,4113,4192,4205,0,3.1
4073,11,3,1993,11,3,1993,5,3,0,0,2,2,1,2,0,1,1,0,0,0,0,3.1
4075,5,3,1993,-9,4,1993,5,3,-9,-9,57,28,17,4,1,1,1,4076,0,0,0,3.1
4076,1,6,1996,29,11,1996,5,3,0,0,182,182,16,4,1,1,1,4075,0,0,0,3.1
4078,5,8,1994,14,4,1997,5,3,-9,-9,862,862,17,4,1,1,1,4248,4304,4305,0,3.1
4079,8,3,1994,25,3,1996,5,3,2,-9,18,18,17,4,1,1,1,4130,0,0,0,3.1
4081,-9,11,1994,-9,12,1994,5,3,0,0,61,2,11,3,0,1,1,4124,0,0,0,3.1
4082,-9,12,1995,-9,4,1996,5,3,0,0,151,92,16,4,0,1,1,4187,0,0,0,3.1
4083,-9,3,1995,-9,3,1995,5,3,0,0,31,1,12,3,1,1,1,4084,4249,0,0,3.1
4084,-9,11,1995,-9,11,1995,8,3,0,0,30,1,11,3,0,1,1,4083,4249,0,0,3.1
4085,28,5,1993,28,5,1993,8,3,-9,-9,1,1,17,4,0,1,1,0,0,0,0,3.1
4086,23,1,1996,23,1,1996,7,2,0,0,1,1,15,4,0,1,1,0,0,0,0,3.1
4087,10,10,1994,3,9,1999,5,3,2,-9,1790,1790,17,4,1,1,3,4022,4021,4125,0,3.1
4088,-9,2,1999,-9,4,2000,5,3,0,0,89,33,12,3,1,1,2,4281,4064,4020,0,3.1
4089,25,10,1997,25,10,1997,8,3,-9,-9,1,1,17,4,1,1,1,4018,4019,0,0,3.1
4090,17,9,1997,17,9,1997,6,1,0,0,1,1,16,4,0,1,1,4041,0,,0,3.1
4092,28,12,1995,9,7,1996,5,3,1,-9,194,194,17,4,1,1,1,4133,4193,4210,0,3.1
4094,6,10,1994,14,11,1995,5,3,0,0,401,401,12,3,0,1,1,4038,4039,4095,0,3.1
4095,3,6,1996,20,7,2001,5,3,1,3,48,48,16,4,1,1,2,4038,4039,4094,0,3.1
4096,25,8,1997,23,12,1997,6,1,0,0,121,121,14,4,0,1,1,0,4212,4242,0,3.1
4097,13,3,1997,13,3,1997,5,3,0,0,1,1,17,4,1,1,1,4058,0,0,0,3.1
4098,24,3,1996,24,3,1996,5,3,0,0,1,1,7,3,0,1,1,4050,0,0,0,3.1
4100,7,5,1995,17,10,1995,1,1,0,0,164,164,10,3,0,1,1,4230,4298,0,0,3.1
4101,12,8,1995,12,2,1996,5,3,0,0,185,185,11,3,0,1,1,4102,4137,4186,0,3.1
4102,12,8,1995,12,2,1996,5,3,0,0,185,185,11,3,0,1,1,4101,4137,4186,0,3.1
4103,10,1,1994,13,1,1994,4,4,0,0,4,4,8,3,0,1,1,4111,0,0,0,3.1
4104,-9,6,1994,-9,6,1994,5,3,0,0,30,1,16,4,0,1,1,4052,0,0,0,3.1
4105,29,3,1995,29,3,1995,5,3,0,0,1,1,7,3,0,1,1,0,0,0,0,3.1
4106,20,6,1993,20,6,1993,5,3,0,0,1,1,7,3,0,1,1,4107,0,0,0,3.1
4107,26,2,1997,21,3,1997,7,1,0,0,24,24,15,4,0,1,1,4106,0,0,0,3.1
4108,26,3,1997,26,3,1997,5,3,0,0,1,1,8,3,0,1,1,0,0,0,0,3.1
4109,17,10,1996,25,10,1996,6,1,0,0,9,9,12,3,0,1,1,0,0,0,0,3.1
4111,5,8,1998,5,2,1999,5,3,0,0,185,185,11,3,0,1,1,4103,0,0,0,3.1
4113,6,11,1994,6,11,1994,5,3,0,0,1,1,16,4,0,1,1,4072,4192,4205,0,3.1
4114,23,10,1994,27,1,1995,5,3,1,-9,97,97,17,4,1,1,1,4203,0,0,0,3.1
4116,6,1,1994,-9,1,1994,8,3,0,0,26,1,11,3,0,1,1,4163,4066,0,0,3.1
4117,22,10,1997,20,4,1998,5,3,0,0,181,181,12,3,1,1,1,0,0,0,0,3.1
4118,15,6,1995,3,11,1995,5,3,0,0,126,126,8,3,0,1,1,4123,4311,0,0,3.1
4119,3,1,1994,27,11,1994,5,3,1,-9,329,329,17,4,1,1,1,4166,4165,4250,0,3.1
4121,13,11,1995,15,8,1996,5,3,-9,-9,277,277,17,4,1,1,1,4132,4200,0,0,3.1
4122,22,9,1996,17,5,1997,5,3,4,-9,238,238,17,4,1,1,1,4170,4071,4244,0,3.1
4123,27,9,1997,-9,11,1997,8,3,-9,-9,28,1,17,4,1,1,1,4118,4311,0,0,3.1
4124,21,7,1996,-9,1,1999,6,1,-9,-9,925,895,17,4,1,1,1,4081,0,0,0,3.1
4125,16,6,1999,18,7,1999,5,3,0,0,33,33,7,3,1,1,2,4218,4282,4087,0,3.1
4126,15,2,1996,17,2,1996,5,3,0,0,3,3,7,3,1,1,1,4127,0,0,0,3.1
4127,15,2,1999,19,2,1999,7,3,0,0,5,5,15,4,0,1,1,4126,0,0,0,3.1
4128,-9,8,1998,-9,2,2000,6,1,0,0,577,520,15,4,1,1,1,4279,4328,4329,0,3.1
4130,-9,1,1997,-9,1,1997,5,3,-9,-9,30,1,17,4,1,1,1,4079,0,0,0,3.1
4132,-9,5,1997,-9,7,1997,5,3,0,0,92,62,15,4,0,1,1,4121,4200,0,0,3.1
4133,12,3,1999,6,5,1999,5,3,0,0,56,56,12,3,1,1,1,4092,4193,4210,0,3.1
4134,27,6,1995,17,7,1995,5,3,1,2,21,21,17,4,1,1,1,4286,4287,4288,0,3.1
4135,15,8,1997,2,5,1998,5,3,1,-9,261,261,17,4,1,1,1,4001,0,0,0,3.1
4136,3,3,1997,13,9,1997,5,3,0,0,185,185,11,3,0,1,1,4043,4045,4137,0,3.1
4137,-9,2,1998,10,6,1999,1,2,5,-9,495,468,17,4,1,24,1,4100,4186,4298,0,3.1
4138,12,1,1999,12,1,1999,5,3,1,3,1,1,17,4,1,1,1,4314,4002,4003,0,3.1
4140,1,12,1999,-9,7,2000,5,3,0,0,244,214,14,4,1,1,1,4141,4259,4327,0,3.1
4141,19,2,2000,25,2,2000,6,1,0,0,7,7,17,4,1,1,1,4140,4259,4327,0,3.1
4143,20,9,1995,-9,7,1996,5,3,0,0,316,286,17,4,1,1,1,4144,4189,4013,0,3.1
4144,13,5,1997,19,10,1997,5,3,0,0,160,160,16,4,1,1,1,4143,4189,4013,0,3.1
4145,-9,4,1994,-9,4,1994,8,3,0,0,30,1,15,4,0,1,1,4263,0,0,0,3.1
4146,3,3,1995,6,3,1995,7,4,0,0,4,4,15,4,1,1,1,4147,0,0,0,3.1
4147,16,7,1998,-9,8,1998,5,3,0,0,47,17,11,3,1,1,1,4146,0,0,0,3.1
4148,6,3,1996,-9,3,1996,7,4,0,0,26,1,15,4,0,1,1,0,0,0,0,3.1
4149,30,10,1996,30,10,1996,5,3,0,0,1,1,16,4,0,1,1,4154,4155,0,0,3.1
4150,-9,8,1997,26,8,1997,5,3,0,0,26,1,12,3,1,1,1,4151,4152,4015,0,3.1
4151,24,2,2000,-9,4,2000,5,3,0,0,67,38,15,4,1,1,1,4150,4152,4015,0,3.1
4152,28,12,2000,13,5,2001,5,3,0,0,2,2,12,3,0,1,1,4150,4151,4015,0,3.1
4153,7,3,1997,-9,3,1997,8,3,0,0,25,1,15,4,0,1,1,0,0,0,0,3.1
4154,-9,4,1997,28,5,1997,5,3,0,0,58,29,16,4,0,1,1,4149,4155,0,0,3.1
4155,8,8,1999,-9,8,1999,5,3,0,0,24,1,15,4,0,1,1,4149,4154,0,0,3.1
4156,3,6,2000,-9,6,2000,5,3,0,0,28,1,12,3,1,1,1,4157,0,0,0,3.1
4157,-9,9,2000,-9,9,2000,5,3,0,0,30,1,12,3,0,1,1,4156,0,0,0,3.1
4158,20,3,1995,10,7,1995,5,3,0,0,113,113,14,4,0,1,1,4206,4208,4273,0,3.1
4159,5,9,1995,5,9,1995,5,3,0,0,1,1,11,3,0,1,1,4160,4161,0,0,3.1
4160,8,8,1998,-9,11,1998,5,4,-9,-9,115,86,17,4,1,1,1,4159,4161,0,0,3.1
4161,16,5,1999,16,5,1999,5,3,-9,-9,1,1,16,4,0,1,1,4159,4160,0,0,3.1
4162,7,9,1994,14,9,1994,4,2,0,0,8,8,11,3,1,1,1,4246,0,0,0,3.1
4163,-9,1,1994,10,12,1994,8,3,0,0,304,334,11,3,0,1,1,4116,4066,0,0,3.1
4164,14,2,1994,31,5,1994,5,3,0,0,107,107,7,3,0,1,1,0,0,0,0,3.1
4165,12,6,1995,13,6,1995,5,3,-9,-9,2,2,17,4,1,1,1,4119,4166,4250,0,3.1
4166,3,2,1996,4,5,1997,5,3,2,-9,457,457,17,4,1,1,1,4119,4165,4250,0,3.1
4168,13,5,1995,13,5,1995,5,3,1,11,1,1,17,4,1,1,1,4246,0,0,0,3.1
4169,20,1,1994,20,1,1994,5,3,0,0,1,1,12,3,0,1,1,0,0,0,0,3.1
4170,17,11,1996,10,12,1996,5,3,0,0,24,24,16,4,1,1,1,4122,4071,4244,0,3.1
4171,9,1,1997,-9,8,1997,5,3,0,0,235,205,16,4,1,1,1,4011,4012,4140,0,3.1
4172,6,2,1997,6,2,1997,6,1,0,0,1,1,16,4,0,1,1,4219,4009,4262,0,3.1
4173,13,7,1996,13,7,1996,5,3,0,0,1,1,16,4,0,1,1,4137,4221,0,0,3.1
4174,15,8,1997,15,2,1998,5,3,0,0,185,185,15,4,0,1,1,4197,4137,4213,0,3.1
4175,13,2,1998,1,10,1999,5,3,2,-9,596,596,17,4,1,1,1,4319,4232,4235,0,3.1
4176,25,5,1997,-9,5,1997,5,3,0,0,7,1,11,3,1,4,1,4055,4228,4201,0,3.1
4177,29,10,1999,-9,10,1999,5,3,0,0,3,1,14,4,0,1,1,0,0,0,0,3.1
4178,13,10,1999,13,10,1999,5,3,0,0,1,1,16,4,0,1,1,0,0,0,0,3.1
4179,15,8,1999,3,10,1999,5,3,0,0,50,50,16,4,0,1,1,0,0,0,0,3.1
4180,14,5,1999,15,7,1999,5,3,0,0,63,63,7,3,0,1,1,4062,4061,0,0,3.1
4182,6,4,1993,31,12,2001,5,3,2,-9,3192,3192,17,4,1,1,2,0,0,0,1,3.1
4183,25,5,1997,28,5,1997,7,2,0,0,4,4,15,4,0,1,1,0,0,0,0,3.1
4186,21,2,2000,3,4,2000,3,4,0,0,41,41,7,3,1,38,1,4100,4137,4298,0,3.1
4187,-9,6,1998,-9,12,1998,5,3,0,0,214,155,11,3,1,1,1,4082,0,0,0,3.1
4188,16,1,1999,16,1,1999,6,1,1,-9,1,1,17,4,1,1,1,0,0,0,0,3.1
4189,-9,7,1998,13,8,1998,6,1,0,0,44,14,14,4,1,1,1,4144,4143,4013,0,3.1
4190,-9,6,1996,-9,6,1996,5,3,0,0,30,1,11,3,1,1,2,4291,4315,0,0,3.1
4191,26,6,1996,26,6,1996,5,3,0,0,1,1,16,4,0,1,1,4289,4290,4337,0,3.1
4192,27,7,1996,-9,1,1997,5,3,0,0,189,159,16,4,1,1,1,4072,4113,4205,0,3.1
4193,10,10,1997,29,7,1998,5,3,0,0,293,293,17,4,1,1,1,4092,4133,4210,0,3.1
4195,2,4,1996,2,4,1996,1,1,0,0,1,1,1,2,0,1,1,0,0,0,0,3.1
4196,24,2,1996,24,2,1996,5,3,0,0,1,1,16,4,0,1,1,0,0,0,0,3.1
4197,26,11,2000,-9,12,2000,5,4,0,0,36,6,8,3,0,1,2,4220,4213,4137,0,3.1
4200,21,8,1999,21,8,1999,8,4,0,0,1,1,15,4,0,1,1,4121,4132,0,0,3.1
4201,24,9,1999,29,3,2001,5,3,1,-9,553,553,17,4,1,2,1,4176,4228,4283,0,3.1
4203,-9,6,1997,19,7,1998,8,3,-9,-9,49,20,17,4,1,1,1,4114,0,0,0,3.1
4205,29,9,1997,-9,4,1998,5,3,0,0,214,185,16,4,1,1,1,4072,4192,4113,0,3.1
4206,5,9,1996,17,2,1999,5,3,0,0,891,891,16,4,0,1,1,4158,4208,4273,0,3.1
4208,29,9,1999,-9,10,1999,5,3,0,0,33,3,14,4,0,1,1,4206,4158,4273,0,3.1
4210,9,2,2000,21,10,2000,5,3,0,0,256,256,12,3,1,1,1,4092,4133,4193,0,3.1
4212,17,11,1999,14,3,2001,5,3,0,0,484,484,12,3,1,1,1,0,4096,4242,0,3.1
4213,2,2,2000,26,4,2000,7,2,0,0,85,85,15,4,0,1,1,4137,4174,4197,0,3.1
4214,10,11,2000,20,12,2000,7,1,0,0,41,41,15,4,0,1,1,0,0,0,0,3.1
4215,11,1,1999,14,1,1999,5,3,0,0,4,4,8,3,0,1,1,4271,4273,0,0,3.1
4216,3,10,1997,3,10,1997,4,3,0,0,1,1,7,3,0,1,1,0,0,0,0,3.1
4217,20,8,1998,20,8,1998,5,3,0,0,1,1,16,4,0,1,1,0,0,0,0,3.1
4218,23,3,2000,23,3,2000,5,3,0,0,1,1,1,2,0,1,2,4282,4125,4087,0,3.1
4219,7,1,1994,9,1,1994,7,3,0,0,3,3,15,4,0,1,1,4172,4009,4262,0,3.1
4220,17,10,2000,9,11,2000,5,3,0,0,24,24,7,3,1,1,1,4197,4213,4137,0,3.1
4221,18,6,2000,13,9,2000,5,3,1,1,88,88,17,4,1,1,2,4137,4173,0,0,3.1
4222,21,4,2000,21,4,2000,5,3,0,0,1,1,16,4,0,1,1,4042,4297,0,0,3.1
4223,18,7,1999,28,10,2000,5,3,2,-9,459,459,17,4,1,1,1,"147W","166W",4007,0,3.1
4224,8,11,1993,8,11,1993,5,3,0,0,1,1,1,2,0,1,1,4137,4186,0,0,3.1
4225,21,3,1999,24,3,1999,5,3,0,0,4,4,12,3,1,1,1,4226,4322,4087,0,3.1
4226,-9,9,1997,-9,9,1997,5,3,0,0,30,1,7,3,0,1,1,4225,4322,4087,0,3.1
4227,20,8,1998,20,8,1998,5,3,2,-9,1,1,16,4,0,1,1,4283,0,0,0,3.1
4228,11,8,1998,-9,8,1998,5,3,0,0,21,1,11,3,0,3,1,4201,4283,4176,0,3.1
4229,8,8,2000,8,2,2001,5,3,0,0,185,185,11,3,0,1,1,4045,4137,4136,0,3.1
4230,27,6,1997,29,6,1997,5,3,0,0,3,3,8,3,0,1,1,4100,4137,4298,0,3.1
4231,10,8,1996,18,10,1996,7,2,0,0,70,70,15,4,0,1,1,0,0,0,0,3.1
4232,3,4,2000,27,4,2000,5,3,0,0,25,25,16,4,0,1,1,4319,4175,4235,0,3.1
4233,31,1,2001,31,1,2001,5,3,0,0,1,1,7,3,0,1,1,4193,4210,4320,0,3.1
4235,5,2,2001,5,2,2001,5,3,0,0,1,1,16,4,0,1,1,4233,4175,4236,0,3.1
4236,12,12,2001,12,12,2001,5,3,0,0,1,1,4,2,0,1,1,4233,4175,4235,0,3.1
4237,16,12,1994,16,12,1994,8,3,0,0,1,1,11,3,0,1,1,4162,0,0,0,3.1
4238,14,2,2001,19,2,2001,5,3,0,0,6,6,7,3,0,1,1,4321,4137,4335,0,3.1
4239,14,2,2001,11,4,2001,5,3,0,0,57,57,12,3,1,1,1,4042,4297,4222,0,3.1
4240,30,8,2001,-9,9,2001,5,3,0,0,32,3,7,3,0,1,1,0,0,0,0,3.1
4242,18,10,2001,18,10,2001,5,3,0,0,1,1,12,3,0,1,1,0,4096,4212,0,3.1
4243,4,7,2000,4,7,2000,5,3,0,0,1,1,16,4,0,1,1,0,0,0,0,3.1
4244,8,5,1997,-9,5,1997,5,3,0,0,24,1,11,3,0,1,1,4071,4122,4170,0,3.1
4245,8,10,1997,8,10,1997,5,3,0,0,1,1,16,4,1,1,1,4069,0,0,0,3.1
4246,11,10,1997,15,10,1997,1,3,-9,-9,5,5,17,4,1,1,1,4246,0,0,0,3.1
4248,28,9,1998,-9,4,1999,5,3,0,0,216,186,16,4,1,1,1,4078,4304,4305,0,3.1
4249,16,2,1997,-9,2,1997,5,3,0,0,13,1,11,3,0,1,1,4083,4084,0,0,3.1
4250,25,2,1998,11,9,1998,5,3,-9,-9,199,199,17,4,1,1,1,4119,4165,4166,0,3.1
4251,27,5,1997,10,3,1998,1,2,-9,-9,288,288,17,4,1,3,1,4300,0,0,0,3.1
4252,14,8,1999,18,8,1999,5,1,-9,-9,5,5,17,4,1,1,1,4122,4253,4310,0,3.1
4253,5,5,2000,11,6,2000,5,1,-9,-9,38,38,17,4,1,1,1,4122,4252,4310,0,3.1
4254,-9,9,1998,-9,11,1998,8,4,0,0,91,33,7,3,0,1,1,0,0,0,0,3.1
4255,-9,2,1998,-9,2,1998,8,3,0,0,28,1,12,3,0,1,1,4256,0,0,0,3.1
4256,9,4,1999,-9,10,1999,8,3,0,0,206,176,11,3,0,2,1,4255,0,0,0,3.1
4257,-9,7,2000,25,5,2001,6,1,1,-9,329,299,16,4,1,1,1,4302,0,0,0,3.1
4258,6,5,1998,-9,12,2000,6,1,6,-9,969,939,20,5,1,1,1,0,0,0,0,3.1
4259,-9,2,2001,16,3,2001,6,1,0,0,44,17,11,3,0,1,1,4141,4140,4327,0,3.1
4260,3,10,1999,9,10,1999,5,3,0,0,7,7,12,3,1,1,1,0,0,0,0,3.1
4261,21,10,2000,21,10,2000,5,3,0,0,1,1,12,3,0,1,1,0,0,0,0,3.1
4262,13,10,2000,23,11,2000,5,3,0,0,42,42,16,4,0,1,1,4172,4219,4009,0,3.1
4263,24,10,2001,-9,11,2001,7,1,0,0,38,9,15,4,0,1,1,4145,0,0,0,3.1
4264,12,9,1999,26,9,1999,5,3,0,0,15,15,8,3,0,1,1,4265,0,0,0,3.1
4265,28,7,2001,28,7,2001,5,3,1,1,1,1,17,4,1,1,1,4264,0,0,0,3.1
4266,22,12,2001,22,12,2001,5,3,1,-9,1,1,17,4,1,1,1,4087,4225,4322,0,3.1
4269,2,8,1994,9,10,1995,5,3,0,0,434,434,11,3,1,7,1,4272,0,0,0,3.1
4270,1,12,1994,1,12,1994,7,2,0,0,1,1,15,4,0,1,1,4299,0,0,0,3.1
4271,30,8,1996,4,11,1996,4,3,-9,-9,67,67,16,4,1,3,1,4273,0,0,0,3.1
4272,-9,10,1996,25,9,1997,5,3,-9,-9,360,330,17,4,1,1,1,4269,0,0,0,3.1
4273,7,10,1997,-9,12,2001,5,3,-9,-9,1547,1517,17,4,1,14,1,4271,0,0,0,3.1
4274,21,1,1999,21,1,1999,5,3,0,0,1,1,7,3,0,1,1,4272,4269,4275,0,3.1
4275,10,8,2000,10,8,2000,5,3,0,0,1,1,10,3,0,1,1,4272,4269,4274,0,3.1
4277,13,7,2001,31,12,2001,5,3,-9,-9,172,172,17,4,1,1,1,"147W","166W",0,1,3.1
4278,17,4,2001,17,4,2001,5,3,0,0,1,1,7,3,0,1,1,0,0,0,0,3.1
4279,-9,5,2001,-9,5,2001,5,3,0,0,30,1,7,3,0,1,1,4030,4060,4128,0,3.1
4280,1,4,2001,3,7,2001,7,1,1,1,90,90,15,4,1,1,1,4281,4336,4088,0,3.1
4281,27,3,2001,-9,8,2001,5,3,0,0,158,128,7,3,1,1,2,4280,4336,4088,0,3.1
4282,2,6,2001,27,11,2001,5,3,0,0,179,179,17,4,1,1,1,4218,4125,4087,0,3.1
4283,15,9,2001,15,11,2001,1,3,6,-9,62,62,17,5,1,15,1,4227,4201,0,0,3.1
4284,21,12,2001,21,12,2001,8,4,0,0,1,1,7,3,0,1,1,0,0,0,0,3.1
4285,17,3,1994,17,3,1994,5,3,1,13,1,1,16,4,0,1,1,0,0,0,0,3.1
4286,10,3,1993,-9,3,1993,5,3,0,0,22,1,15,4,0,1,1,4134,4287,4288,0,3.1
4287,20,5,1994,-9,5,1994,5,3,0,0,12,1,15,4,0,1,1,4134,4286,4288,0,3.1
4288,-9,3,1996,-9,3,1996,5,3,-9,-9,31,1,16,4,0,1,1,4286,4287,4134,0,3.1
4289,18,7,1999,18,7,1999,5,3,0,0,1,1,16,4,1,1,1,4290,4337,0,0,3.1
