"DispNum","StDay","StMon","StYear","EndDay","EndMon","EndYear","Outcome","Settle","Fatality","FatalPre","MaxDur","MinDur","HiAct","HostLev","Recip","NumA","NumB","Link1","Link2","Link3","Ongo2001","Version"
1013,12,1,1957,7,11,1957,5,3,0,0,300,300,16,4,0,1,1,0,0,0,0,3.1
1017,28,10,1965,28,10,1965,5,3,0,0,1,1,16,4,0,1,1,0,0,0,0,3.1
1018,14,6,1962,4,7,1962,5,3,1,-9,21,21,17,4,1,1,1,0,0,0,0,3.1
1019,25,8,1963,29,10,1963,5,3,1,-9,66,66,17,4,1,1,1,0,0,0,0,3.1
1020,24,1,1964,5,9,1965,5,3,1,-9,591,591,17,4,1,1,1,0,0,0,0,3.1
1021,15,4,1960,15,8,1962,4,1,2,-9,853,853,16,4,1,1,1,0,0,0,0,3.1
1022,18,12,1961,17,8,1962,1,1,-9,-9,243,243,16,4,1,1,1,0,0,0,0,3.1
1023,16,8,1951,14,12,1951,5,3,0,0,121,121,15,4,0,1,1,0,0,0,0,3.1
1024,7,11,1957,27,2,1959,5,3,0,0,478,478,15,4,1,1,1,0,0,0,0,3.1
1025,-9,8,1927,-9,9,1927,5,3,0,0,61,2,7,3,1,1,1,0,0,0,0,3.1
1026,22,8,1928,13,5,1929,5,3,2,-9,265,265,17,4,1,1,1,0,0,0,0,3.1
1027,15,6,1931,12,6,1935,1,1,6,-9,1459,1459,20,5,1,1,1,0,0,0,0,3.1
1028,3,10,1936,4,10,1936,5,3,1,-9,2,2,17,4,1,1,1,0,0,0,0,3.1
1029,-9,6,1938,21,7,1938,6,1,0,0,51,2,7,3,1,1,1,0,0,0,0,3.1
1035,16,12,1966,10,6,1967,2,2,6,-9,177,177,20,5,1,6,1,0,0,0,0,3.1
1039,11,6,1970,26,9,1970,5,3,3,-9,108,108,17,4,1,3,4,0,0,0,0,3.1
1042,-9,6,1948,-9,6,1948,8,4,-9,-9,30,1,17,4,1,1,1,0,0,0,0,3.1
1043,21,2,1973,21,2,1973,5,3,0,0,1,1,16,4,0,1,1,0,0,0,0,3.1
1046,18,10,1971,24,10,1973,5,1,6,-9,738,738,20,5,1,5,1,0,0,0,0,3.1
1051,12,5,1968,15,6,1968,5,3,-9,-9,35,35,16,4,1,1,1,0,0,0,0,3.1
1058,-9,9,1943,-9,9,1943,7,3,0,0,30,1,15,4,0,1,1,0,0,0,0,3.1
1061,12,4,1974,5,12,1975,5,3,-9,-9,603,603,16,4,1,1,2,0,0,0,0,3.1
1062,28,8,1953,20,12,1953,5,3,0,0,115,115,7,3,1,1,1,0,0,0,0,3.1
1063,-9,8,1908,23,12,1908,4,2,0,0,145,93,15,4,1,1,1,0,0,0,0,3.1
1066,17,12,1941,17,12,1941,7,3,0,0,1,1,15,4,0,1,1,0,0,0,0,3.1
1067,15,7,1967,7,8,1970,5,3,3,-9,1120,1120,17,4,1,1,1,0,0,0,0,3.1
1068,15,8,1970,14,10,1970,7,3,0,0,61,61,15,4,0,1,1,0,0,0,0,3.1
1069,23,7,1968,1,9,1968,7,1,0,0,41,41,15,4,0,1,1,0,0,0,0,3.1
1070,11,2,1963,14,11,1965,5,3,4,-9,1008,1008,16,4,1,1,3,0,0,0,0,3.1
1072,4,4,1968,13,12,1968,5,3,-9,-9,254,254,8,3,1,1,1,0,0,0,0,3.1
1073,7,8,1954,8,6,1955,5,3,0,0,306,306,8,3,1,1,1,0,0,0,0,3.1
1074,17,8,1961,19,12,1961,2,2,2,-9,125,125,16,4,1,1,1,0,0,0,0,3.1
1077,22,9,1947,10,11,1947,1,2,0,0,50,50,7,3,1,1,1,0,0,0,0,3.1
1079,13,3,1951,14,8,1951,5,3,1,-9,155,155,17,4,1,1,1,0,0,0,0,3.1
1081,20,7,1971,13,8,1971,5,3,-9,-9,25,25,17,4,1,1,1,0,0,0,0,3.1
1082,-9,7,1937,-9,12,1937,5,3,-9,-9,184,124,17,4,1,1,1,0,0,0,0,3.1
1083,2,7,1962,19,10,1962,5,3,3,-9,110,110,17,4,1,1,1,0,0,0,0,3.1
1084,30,9,1963,4,11,1963,5,3,3,-9,36,36,17,4,1,1,1,0,0,0,0,3.1
1086,9,5,1909,23,3,1910,1,2,6,-9,319,319,20,5,1,1,1,0,0,0,0,3.1
1087,23,5,1911,30,12,1911,1,2,-9,-9,222,222,16,4,1,1,1,0,0,0,0,3.1
1091,1,2,1958,25,2,1958,5,3,0,0,25,25,15,4,1,1,1,0,0,0,0,3.1
1093,-9,5,1900,6,4,1902,6,1,-9,-9,706,671,17,4,1,1,1,0,0,0,0,3.1
1094,-9,11,1907,-9,11,1907,7,4,0,0,30,1,15,4,0,1,1,0,0,0,0,3.1
1095,-9,1,1912,18,2,1912,3,1,0,0,49,2,16,4,1,1,1,0,0,0,0,3.1
1097,-9,7,1952,-9,9,1952,3,3,0,0,92,33,14,4,0,1,1,0,0,0,0,3.1
1098,4,8,1955,-9,9,1955,3,3,0,0,58,29,14,4,0,1,1,0,0,0,0,3.1
1099,-9,4,1958,19,8,1958,5,3,0,0,141,94,16,4,1,1,1,0,0,0,0,3.1
1100,16,8,1959,29,9,1959,5,3,0,0,45,45,7,3,0,1,1,0,0,0,0,3.1
1101,24,3,1960,24,3,1960,5,3,0,0,1,1,12,3,0,1,1,0,0,0,0,3.1
1102,17,9,1963,17,9,1963,5,1,0,0,1,1,7,3,0,1,1,0,0,0,0,3.1
1104,6,5,1972,25,5,1972,5,3,-9,-9,20,20,16,4,1,1,1,0,0,0,0,3.1
1105,18,11,1973,18,11,1973,5,3,-9,-9,1,1,16,4,0,1,1,0,0,0,0,3.1
1106,-9,11,1975,11,3,1976,3,1,-9,-9,132,93,17,4,1,1,1,0,0,0,0,3.1
1107,25,10,1971,28,10,1972,6,1,-9,-9,370,370,16,4,1,1,1,0,0,0,0,3.1
1108,1,10,1962,22,12,1963,5,1,-9,-9,448,448,17,4,1,3,2,0,0,0,0,3.1
1109,1,5,1966,14,5,1967,5,3,0,0,379,379,16,4,0,2,1,0,0,0,0,3.1
1110,26,11,1969,12,12,1969,5,4,1,-9,17,17,16,4,1,1,1,0,0,0,0,3.1
1112,25,9,1949,-9,1,1950,5,1,0,0,129,99,12,3,0,1,1,0,0,0,0,3.1
1114,23,6,1959,24,7,1959,5,3,0,0,32,32,7,3,1,2,1,0,0,0,0,3.1
1115,8,5,1967,8,5,1967,5,3,1,-9,1,1,17,4,1,1,1,0,0,0,0,3.1
1117,23,11,1957,24,2,1958,5,3,0,0,94,94,17,4,1,1,1,0,0,0,0,3.1
1118,1,1,1972,30,6,1972,5,3,-9,-9,182,182,15,4,1,1,1,0,0,0,0,3.1
1119,1,1,1973,2,1,1974,6,1,-9,-9,367,367,17,4,1,1,1,0,0,0,0,3.1
1120,-9,2,1901,17,6,1901,6,1,0,0,137,94,8,3,1,1,1,0,0,0,0,3.1
1123,9,7,1962,19,8,1962,5,3,1,-9,42,42,16,4,1,1,1,0,0,0,0,3.1
1124,29,12,1958,29,1,1959,5,3,1,-9,32,32,16,4,1,1,2,0,0,0,0,3.1
1127,-9,1,1931,-9,1,1931,5,3,-9,-9,31,1,17,4,1,1,1,0,0,0,0,3.1
1128,30,12,1931,1,4,1932,2,2,-9,-9,94,94,16,4,1,1,1,0,0,0,0,3.1
1129,15,11,1933,23,6,1934,8,4,6,-9,221,221,20,5,1,1,4,0,0,0,0,3.1
1130,1,10,1921,30,10,1921,1,2,-9,-9,30,30,17,4,1,1,1,0,0,0,0,3.1
1131,15,11,1914,20,3,1917,3,3,-9,-9,857,857,17,4,1,1,1,0,0,0,0,3.1
1132,3,11,1918,3,11,1918,5,3,0,0,1,1,16,4,0,1,1,0,0,0,0,3.1
1133,8,5,1920,24,2,1921,5,3,-9,-9,293,293,16,4,1,1,2,0,0,0,0,3.1
1134,13,8,1974,13,3,1975,6,3,3,-9,213,213,16,4,1,1,1,0,0,0,0,3.1
1135,30,11,1971,3,6,1972,5,3,1,-9,187,187,17,4,1,1,1,0,0,0,0,3.1
1136,6,4,1969,13,6,1969,5,3,0,0,69,69,16,4,1,1,1,0,0,0,0,3.1
1138,22,9,1959,21,1,1960,5,3,1,-9,122,122,16,4,1,1,1,0,0,0,0,3.1
1139,1,9,1932,25,5,1933,6,1,3,-9,267,267,17,4,1,1,1,0,0,0,0,3.1
1141,-9,2,1934,19,5,1934,2,1,0,0,108,63,8,3,1,1,1,0,0,0,0,3.1
1142,5,12,1917,26,12,1917,1,2,0,0,22,22,16,4,0,1,1,0,0,0,0,3.1
1143,15,12,1919,-9,2,1921,1,2,0,0,442,415,15,4,1,1,1,0,0,0,0,3.1
1145,-9,12,1901,29,1,1905,5,1,2,-9,1156,1098,15,4,1,1,1,0,0,0,0,3.1
1147,-9,2,1910,-9,12,1910,4,3,0,0,334,277,13,4,1,1,1,0,0,0,0,3.1
1148,22,4,1912,-9,3,1913,4,3,0,0,344,314,14,4,0,1,1,0,0,0,0,3.1
1149,-9,11,1914,-9,1,1916,5,3,0,0,457,398,12,3,0,1,1,0,0,0,0,3.1
1150,-9,2,1917,-9,5,1918,5,3,0,0,485,428,12,3,0,1,1,0,0,0,0,3.1
1151,8,10,1932,12,11,1932,5,1,1,-9,36,36,17,4,1,1,1,0,0,0,0,3.1
1152,-9,12,1934,-9,10,1936,1,2,0,0,701,641,16,4,1,1,1,0,0,0,0,3.1
1153,-9,5,1938,27,6,1938,5,3,1,-9,58,2,17,4,1,1,1,0,0,0,0,3.1
1154,1,6,1939,11,2,1942,1,2,5,-9,987,987,17,4,1,1,1,0,0,0,0,3.1
1155,11,8,1951,15,8,1951,5,3,1,-9,5,5,17,4,1,1,1,0,0,0,0,3.1
1156,24,1,1954,-9,10,1954,5,3,0,0,281,251,15,4,1,1,1,0,0,0,0,3.1
1157,-9,8,1955,27,9,1955,5,3,0,0,58,2,12,3,1,1,1,0,0,0,0,3.1
1158,11,1,1971,16,1,1971,7,1,0,0,6,6,15,4,0,1,1,0,0,0,0,3.1
1160,-9,10,1907,-9,10,1907,5,3,0,0,31,1,16,4,1,1,1,0,0,0,0,3.1
1161,18,1,1911,19,7,1911,6,1,1,-9,183,183,17,4,1,1,1,0,0,0,0,3.1
1162,-9,4,1913,-9,5,1913,1,2,-9,-9,61,2,17,4,1,1,1,0,0,0,0,3.1
1163,21,10,1902,12,7,1904,6,1,2,-9,631,631,17,4,1,1,1,0,0,0,0,3.1
1164,-9,8,1918,-9,8,1918,5,3,0,0,31,1,15,4,0,1,1,0,0,0,0,3.1
1166,14,10,1966,14,4,1967,6,1,0,0,183,183,14,4,0,1,1,0,0,0,0,3.1
1168,-9,2,1922,20,8,1922,6,1,3,-9,201,155,17,4,1,1,1,0,0,0,0,3.1
1169,-9,10,1927,14,2,1928,6,1,1,-9,137,94,17,4,1,1,1,0,0,0,0,3.1
1170,-9,3,1929,9,7,1929,5,3,1,-9,131,93,16,4,1,2,1,0,0,0,0,3.1
1171,28,8,1935,-9,9,1935,5,3,1,-9,34,5,17,4,1,1,1,0,0,0,0,3.1
1172,28,1,1969,28,7,1969,5,3,0,0,182,182,14,4,0,1,1,0,0,0,0,3.1
1173,19,4,1957,23,6,1957,6,1,0,0,66,66,17,4,1,1,1,0,0,0,0,3.1
1174,17,9,1900,16,11,1901,5,3,-9,-9,426,426,17,4,1,1,1,0,0,0,0,3.1
1175,19,2,1917,31,12,1917,6,1,0,0,316,316,14,4,1,1,1,0,0,0,0,3.1
1176,-9,3,1920,14,5,1920,5,3,0,0,75,32,7,3,1,1,1,0,0,0,0,3.1
1177,-9,3,1919,-9,3,1919,5,3,-9,-9,31,1,16,4,1,1,1,0,0,0,0,3.1
1178,19,6,1902,-9,4,1903,1,2,0,0,316,287,13,4,1,1,1,0,0,0,0,3.1
1179,-9,1,1906,-9,1,1906,6,1,0,0,31,1,11,3,0,1,1,0,0,0,0,3.1
1180,19,11,1910,30,3,1911,6,1,1,-9,132,132,17,4,1,1,1,0,0,0,0,3.1
1181,-9,5,1911,20,10,1911,5,3,0,0,173,124,7,3,1,1,1,0,0,0,0,3.1
1182,-9,11,1918,-9,12,1918,5,3,0,0,61,2,11,3,0,1,1,0,0,0,0,3.1
1183,-9,9,1922,-9,11,1922,5,3,0,0,91,33,11,3,0,1,1,0,0,0,0,3.1
1184,15,7,1920,22,8,1920,5,3,-9,-9,39,39,17,4,1,1,2,0,0,0,0,3.1
1187,22,3,1962,-9,4,1962,3,3,0,0,40,11,7,3,1,1,1,0,0,0,0,3.1
1189,-9,11,1975,-9,7,1976,5,3,0,0,274,215,12,3,0,1,1,0,0,0,0,3.1
1190,13,7,1976,12,8,1976,6,1,0,0,31,31,17,4,1,1,1,0,0,0,0,3.1
1191,11,9,1976,11,9,1976,5,3,-9,-9,1,1,17,4,1,1,1,0,0,0,0,3.1
1193,-9,4,1954,24,2,1955,6,1,0,0,330,278,17,4,1,1,2,0,0,0,0,3.1
1195,2,7,1918,30,8,1918,5,1,0,0,60,60,16,4,1,1,1,0,0,0,0,3.1
1196,24,12,1913,-9,1,1914,5,1,0,0,39,9,7,3,1,1,1,0,0,0,0,3.1
1197,1,9,1943,8,9,1943,5,3,-9,-9,8,8,17,4,1,1,1,0,0,0,0,3.1
1200,10,2,1973,10,2,1973,5,3,0,0,1,1,15,4,0,1,1,0,0,0,0,3.1
1202,5,1,1907,23,4,1907,2,2,6,-9,109,109,20,5,1,2,1,0,0,0,0,3.1
1203,3,1,1909,25,5,1909,6,1,0,0,143,143,16,4,1,4,1,0,0,0,0,3.1
1204,11,6,1907,13,11,1907,2,2,-9,-9,156,156,17,4,1,2,2,0,0,0,0,3.1
1205,-9,3,1906,20,7,1906,5,1,6,-9,142,93,20,5,1,1,3,0,0,0,0,3.1
1206,24,6,1969,18,7,1969,5,1,6,-9,25,25,20,5,1,1,1,0,0,0,0,3.1
1207,2,4,1912,1,7,1912,5,1,0,0,91,91,14,4,1,1,1,0,0,0,0,3.1
1208,26,12,1959,28,12,1959,5,3,1,-9,3,3,17,4,1,1,1,0,0,0,0,3.1
1209,15,5,1962,15,5,1962,5,3,1,-9,1,1,17,4,1,1,1,0,0,0,0,3.1
1211,21,8,1935,-9,10,1935,5,3,0,0,72,42,12,3,1,1,1,0,0,0,0,3.1
1213,19,3,1964,28,4,1965,5,3,-9,-9,406,406,16,4,1,2,1,0,0,0,0,3.1
1214,-9,2,1956,-9,2,1956,5,3,0,0,28,1,16,4,0,1,1,0,0,0,0,3.1
1215,30,5,1958,1,7,1958,5,3,-9,-9,33,33,16,4,1,1,1,0,0,0,0,3.1
1216,26,12,1965,2,8,1966,5,3,0,0,220,220,16,4,1,2,3,0,0,0,0,3.1
1217,5,2,1967,24,2,1967,5,3,-9,-9,20,20,16,4,1,3,1,0,0,0,0,3.1
1219,1,1,1919,18,11,1920,2,1,6,-9,688,688,20,5,1,1,1,0,0,0,0,3.1
1225,-9,11,1953,-9,5,1954,1,2,0,0,212,153,14,4,0,1,1,0,0,0,0,3.1
1226,5,8,1958,9,2,1959,5,3,0,0,189,189,15,4,1,1,1,0,0,0,0,3.1
1227,18,6,1961,28,12,1961,5,3,0,0,194,194,8,3,1,1,1,0,0,0,0,3.1
1228,15,6,1962,17,11,1962,5,3,1,-9,156,156,17,4,1,1,1,0,0,0,0,3.1
1229,14,4,1964,1,10,1966,4,1,3,-9,901,901,17,4,1,1,1,0,0,0,0,3.1
1230,22,6,1967,20,7,1967,5,3,0,0,29,29,14,4,0,1,1,0,0,0,0,3.1
1231,29,5,1975,20,2,1976,5,3,2,-9,268,268,17,4,1,1,1,0,0,0,0,3.1
1232,2,8,1976,30,6,1987,5,1,5,-9,3985,3985,17,4,1,1,2,0,0,0,0,3.1
1233,28,8,1921,13,10,1921,3,1,-9,-9,47,47,17,4,1,1,1,0,0,0,0,3.1
1234,25,6,1921,25,11,1921,5,3,0,0,154,154,1,2,0,1,2,0,0,0,0,3.1
1235,6,8,1921,18,10,1921,6,1,-9,-9,74,74,17,4,1,1,1,0,0,0,0,3.1
1238,26,9,1947,1,1,1949,6,1,6,-9,464,464,20,5,1,1,1,0,0,0,0,3.1
1240,18,6,1923,5,11,1923,4,3,0,0,141,141,7,3,0,1,1,0,0,0,0,3.1
1241,21,10,1925,29,10,1925,5,1,-9,-9,9,9,17,4,1,1,1,0,0,0,0,3.1
1243,10,3,1938,20,3,1938,3,3,1,-9,11,11,17,4,1,1,1,0,0,0,0,3.1
1244,24,4,1938,2,10,1938,3,1,0,0,162,162,16,4,1,1,1,0,0,0,0,3.1
1245,24,9,1938,30,9,1938,5,3,0,0,7,7,7,3,0,1,1,0,0,0,0,3.1
1246,13,10,1938,2,11,1938,1,1,-9,-9,21,21,17,4,1,1,1,0,0,0,0,3.1
1247,15,3,1939,23,3,1939,6,1,0,0,9,9,7,3,1,1,1,0,0,0,0,3.1
1249,-9,8,1909,-9,8,1909,5,3,0,0,31,1,7,3,0,1,1,0,0,0,0,3.1
1250,3,9,1912,19,4,1913,1,2,6,-9,229,229,20,5,1,3,1,0,0,0,0,3.1
1251,18,4,1913,29,8,1913,2,2,6,-9,134,134,20,5,1,1,4,0,0,0,0,3.1
1255,12,6,1915,-9,2,1916,5,3,2,-9,262,235,17,4,1,1,1,0,0,0,0,3.1
1257,2,1,1918,9,3,1918,1,1,-9,-9,67,67,16,4,1,1,1,0,0,0,0,3.1
1262,15,9,1918,5,11,1918,4,2,0,0,52,52,14,4,0,3,1,0,0,0,0,3.1
1263,-9,11,1918,-9,11,1918,5,3,1,-9,30,1,17,4,1,1,1,0,0,0,0,3.1
1265,20,3,1919,18,8,1919,1,2,6,-9,152,152,20,5,1,6,1,0,0,0,0,3.1
1268,23,1,1919,1,2,1919,6,1,-9,-9,10,10,17,4,1,1,1,0,0,0,0,3.1
1269,15,3,1919,15,12,1919,2,1,2,-9,276,276,16,4,1,1,4,0,0,0,0,3.1
1270,4,5,1919,11,10,1922,2,4,6,-9,1257,1257,20,5,1,1,1,0,0,0,0,3.1
1272,15,7,1920,1,12,1920,1,1,6,-9,140,140,20,5,1,1,2,0,0,0,0,3.1
1273,15,3,1921,20,10,1921,6,1,-9,-9,220,220,17,4,1,1,1,0,0,0,0,3.1
1274,5,10,1908,19,4,1909,3,1,0,0,197,197,16,4,1,1,1,0,0,0,0,3.1
1278,-9,1,1958,-9,1,1958,5,3,0,0,31,1,1,2,0,1,1,0,0,0,0,3.1
1279,25,12,1963,10,8,1964,5,1,2,-9,230,230,17,4,1,1,1,0,0,0,0,3.1
1280,16,11,1967,1,12,1967,6,1,0,0,16,16,7,3,0,1,2,0,0,0,0,3.1
1284,1,8,1948,13,8,1948,5,3,2,-9,13,13,16,4,1,1,1,0,0,0,0,3.1
1285,8,8,1949,13,8,1949,5,3,2,-9,6,6,16,4,1,1,1,0,0,0,0,3.1
1286,13,8,1949,24,11,1951,5,1,2,-9,834,834,16,4,1,4,2,0,0,0,0,3.1
1289,3,6,1976,1,9,1976,5,3,0,0,91,91,8,3,1,1,1,0,0,0,0,3.1
1290,8,1,1975,8,1,1975,5,3,0,0,1,1,1,2,0,1,1,0,0,0,0,3.1
1292,29,3,1974,29,5,1974,5,3,0,0,62,62,8,3,1,1,1,0,0,0,0,3.1
1293,15,7,1974,16,8,1974,1,2,6,-9,33,33,20,5,1,1,2,0,0,0,0,3.1
1295,26,7,1952,13,8,1952,2,2,1,-9,19,19,16,4,1,1,1,0,0,0,0,3.1
1300,7,5,1955,12,7,1955,5,3,1,-9,67,67,17,4,1,1,1,0,0,0,0,3.1
1301,17,2,1956,26,3,1956,5,3,1,-9,39,39,17,4,1,1,1,0,0,0,0,3.1
1302,11,3,1958,26,8,1958,6,1,2,-9,169,169,17,4,1,1,1,0,0,0,0,3.1
1303,23,9,1960,-9,10,1960,5,3,0,0,39,9,17,4,1,1,1,0,0,0,0,3.1
1304,19,5,1961,3,9,1961,5,3,3,-9,108,108,17,4,1,1,1,0,0,0,0,3.1
1305,29,3,1955,4,5,1955,5,1,0,0,37,37,10,3,1,1,1,0,0,0,0,3.1
1306,17,6,1950,5,10,1950,5,3,3,-9,111,111,17,4,1,1,1,0,0,0,0,3.1
1307,-9,3,1949,-9,6,1949,5,3,0,0,122,63,16,4,1,1,1,0,0,0,0,3.1
1308,23,2,1950,13,6,1950,5,3,2,-9,111,111,17,4,1,1,1,0,0,0,0,3.1
1309,8,6,1961,19,7,1961,5,3,0,0,42,42,1,2,0,1,1,0,0,0,0,3.1
1310,18,9,1962,4,11,1962,5,3,1,-9,48,48,17,4,1,1,1,0,0,0,0,3.1
1312,5,3,1965,23,9,1965,5,1,6,-9,203,203,20,5,1,1,1,0,0,0,0,3.1
1315,23,9,1965,25,1,1966,5,1,3,-9,125,125,17,4,1,1,1,0,0,0,0,3.1
1316,-9,8,1964,5,8,1965,5,3,3,-9,370,336,17,4,1,1,1,0,0,0,0,3.1
1317,-9,7,1963,-9,8,1963,6,1,0,0,62,2,14,4,0,1,1,0,0,0,0,3.1
1319,15,2,1965,17,3,1965,5,3,-9,-9,31,31,17,4,1,1,1,0,0,0,0,3.1
1321,5,7,1960,2,9,1960,3,1,-9,-9,60,60,16,4,1,1,1,0,0,0,0,3.1
1322,8,8,1966,17,9,1966,6,1,0,0,41,41,16,4,1,1,1,0,0,0,0,3.1
1323,1,1,1969,3,2,1969,6,1,0,0,34,34,13,4,0,1,1,0,0,0,0,3.1
1324,17,10,1966,17,10,1966,5,3,0,0,1,1,1,2,0,3,1,0,0,0,0,3.1
1325,10,7,1969,16,6,1970,6,1,0,0,342,342,16,4,1,1,1,0,0,0,0,3.1
1326,9,6,1969,-9,7,1969,7,4,0,0,53,23,15,4,0,1,1,0,0,0,0,3.1
1328,-9,1,1965,-9,1,1965,5,3,0,0,31,1,7,3,0,1,1,0,0,0,0,3.1
1329,15,8,1963,15,8,1963,5,3,0,0,1,1,1,2,0,1,1,0,0,0,0,3.1
1331,27,10,1975,27,10,1975,5,3,0,0,1,1,7,3,1,1,3,0,0,0,0,3.1
1332,1,11,1967,1,11,1967,5,3,-9,-9,1,1,17,4,1,1,1,0,0,0,0,3.1
1333,6,8,1976,-9,2,1978,5,3,1,-9,572,545,17,4,1,1,1,0,0,0,0,3.1
1334,11,10,1975,19,10,1975,5,3,0,0,9,9,16,4,0,1,1,0,0,0,0,3.1
1335,-9,3,1969,-9,9,1969,5,3,0,0,214,155,13,4,0,1,1,0,0,0,0,3.1
1337,9,9,1976,9,3,1977,5,3,0,0,182,182,14,4,0,1,1,0,0,0,0,3.1
1339,16,11,1976,16,11,1976,5,3,0,0,1,1,16,4,0,1,1,0,0,0,0,3.1
1340,-9,6,1972,18,9,1972,6,1,0,0,110,64,16,4,1,1,1,0,0,0,0,3.1
1342,4,5,1973,4,5,1973,5,3,0,0,1,1,17,4,1,1,1,0,0,0,0,3.1
1343,9,10,1967,10,10,1967,5,3,1,-9,2,2,17,4,1,1,1,0,0,0,0,3.1
1344,3,2,1953,27,2,1954,5,3,0,0,390,390,16,4,1,1,1,0,0,0,0,3.1
1345,30,7,1954,30,7,1954,5,3,0,0,1,1,14,4,0,1,1,0,0,0,0,3.1
1346,3,8,1955,3,12,1955,5,3,0,0,123,123,15,4,0,1,1,0,0,0,0,3.1
1347,1,1,1958,5,2,1959,5,3,0,0,401,401,15,4,0,1,1,0,0,0,0,3.1
1349,13,1,1961,13,1,1961,5,3,0,0,1,1,15,4,0,1,1,0,0,0,0,3.1
1350,5,12,1958,5,1,1960,5,3,-9,-9,397,397,16,4,1,1,1,0,0,0,0,3.1
1351,16,3,1966,25,4,1966,3,3,1,-9,41,41,17,4,1,1,2,0,0,0,0,3.1
1352,17,2,1967,25,9,1967,6,1,0,0,221,221,15,4,1,1,1,0,0,0,0,3.1
1353,6,1,1962,15,2,1973,6,1,-9,-9,4059,4059,16,4,1,3,6,0,0,0,0,3.1
1360,28,3,1969,16,10,1969,5,3,0,0,203,203,16,4,1,1,1,0,0,0,0,3.1
1361,22,1,1964,26,1,1964,5,3,0,0,5,5,16,4,0,1,1,0,0,0,0,3.1
1362,15,3,1973,29,6,1973,5,3,0,0,107,107,16,4,0,1,2,0,0,0,0,3.1
1363,16,12,1960,20,4,1961,5,1,-9,-9,126,126,16,4,1,3,3,0,0,0,0,3.1
1364,14,4,1972,14,4,1972,5,3,-9,-9,1,1,17,4,1,1,1,0,0,0,0,3.1
1366,15,5,1965,26,5,1965,7,1,0,0,12,12,15,4,0,1,1,0,0,0,0,3.1
1367,13,2,1973,13,2,1973,5,3,0,0,1,1,16,4,0,1,1,0,0,0,0,3.1
1368,18,2,1976,27,8,1976,5,3,-9,-9,192,192,17,4,1,1,1,0,0,0,0,3.1
1369,29,8,1959,29,8,1959,5,3,0,0,1,1,16,4,0,1,1,0,0,0,0,3.1
1374,-9,1,1950,23,5,1953,5,3,4,-9,1239,1187,17,4,1,1,1,0,0,0,0,3.1
1376,7,7,1975,16,11,1975,6,1,-9,-9,133,133,17,4,1,1,1,0,0,0,0,3.1
1377,5,7,1976,5,7,1976,8,3,2,-9,1,1,17,4,1,1,1,0,0,0,0,3.1
1378,1,3,1967,18,8,1967,5,3,2,-9,171,171,17,4,1,1,2,0,0,0,0,3.1
1379,9,8,1964,19,10,1969,5,3,4,-9,1898,1898,16,4,1,2,1,0,0,0,0,3.1
1380,27,1,1971,25,12,1971,5,3,3,-9,333,333,17,4,1,1,1,0,0,0,0,3.1
1381,18,9,1972,28,3,1973,5,1,2,-9,192,192,16,4,1,2,1,0,0,0,0,3.1
1382,14,7,1974,7,9,1975,5,3,0,0,421,421,17,4,1,1,3,0,0,0,0,3.1
1384,10,7,1974,24,7,1974,8,3,0,0,15,15,16,4,0,1,1,0,0,0,0,3.1
1385,25,11,1969,-9,4,1971,5,3,0,0,522,493,16,4,1,1,2,0,0,0,0,3.1
1386,20,1,1973,20,1,1973,5,3,0,0,1,1,12,3,1,1,1,0,0,0,0,3.1
1387,-9,12,1961,-9,12,1961,5,3,0,0,31,1,12,3,0,1,1,0,0,0,0,3.1
1388,8,4,1963,17,4,1963,5,3,0,0,10,10,16,4,0,1,1,0,0,0,0,3.1
1389,26,5,1972,26,5,1972,5,3,1,-9,1,1,17,4,1,1,1,0,0,0,0,3.1
1390,24,12,1972,14,6,1973,7,3,0,0,173,173,16,4,0,1,1,0,0,0,0,3.1
1391,3,3,1971,12,4,1971,7,3,0,0,41,41,15,4,1,1,1,0,0,0,0,3.1
1392,18,5,1966,7,8,1969,5,1,0,0,1178,1178,16,4,1,1,1,0,0,0,0,3.1
1396,1,10,1974,20,11,1974,5,3,0,0,51,51,16,4,1,2,1,0,0,0,0,3.1
1397,9,1,1973,14,6,1973,5,3,2,-9,157,157,16,4,1,2,1,0,0,0,0,3.1
1398,4,10,1971,7,10,1971,5,3,0,0,4,4,1,2,0,1,1,0,0,0,0,3.1
1399,23,3,1969,26,3,1969,5,3,0,0,4,4,7,3,1,1,1,0,0,0,0,3.1
1400,6,4,1968,27,7,1968,5,3,0,0,113,113,1,2,0,1,1,0,0,0,0,3.1
1401,14,10,1966,4,11,1966,5,3,0,0,22,22,16,4,1,1,1,0,0,0,0,3.1
1403,14,5,1968,18,5,1968,5,3,0,0,5,5,16,4,0,1,1,0,0,0,0,3.1
1404,15,12,1971,16,12,1971,5,3,0,0,2,2,12,3,1,1,1,0,0,0,0,3.1
1406,1,3,1969,4,4,1969,5,3,0,0,35,35,14,4,0,1,1,0,0,0,0,3.1
1407,2,12,1963,1,1,1964,3,3,0,0,31,31,13,4,0,1,1,0,0,0,0,3.1
1408,29,10,1966,4,11,1966,7,1,0,0,7,7,15,4,1,1,1,0,0,0,0,3.1
1409,10,3,1966,10,3,1966,5,3,0,0,1,1,1,2,0,1,1,0,0,0,0,3.1
