"present","ccode","scode","country","polity","persist","bmonth","bday","byear","emonth","eday","eyear","democ","autoc","xrreg","xrcomp","xropen","xconst","parreg","parcomp","exrec","exconst","polcomp"
,570,"LES","Lesotho",-9,3,1,31,1970,3,12,1973,0,9,2,1,4,1,4,1,3,1,1
,570,"LES","Lesotho",-7,13,3,13,1973,1,19,1986,0,7,2,1,4,2,4,2,3,2,2
,570,"LES","Lesotho",-7,5,1,20,1986,12,31,1990,0,7,1,0,0,1,4,1,4,1,1
,570,"LES","Lesotho",-7,2,1,1,1991,3,27,1993,0,7,2,0,0,1,4,1,5,1,1
,570,"LES","Lesotho",8,5,3,28,1993,5,15,1998,8,0,3,3,4,7,2,3,8,7,7
,570,"LES","Lesotho",-77,1,5,16,1998,1,16,1999,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,570,"LES","Lesotho",-88,3,1,17,1999,6,4,2002,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,570,"LES","Lesotho",8,9,6,5,2002,99,99,9999,8,0,3,3,4,7,2,3,8,7,7
,620,"LIB","Libya",-7,18,12,24,1951,9,1,1969,0,7,3,1,2,3,4,2,2,3,2
,620,"LIB","Libya",-7,7,9,2,1969,12,31,1976,0,7,1,0,0,1,4,1,4,1,1
,620,"LIB","Libya",-7,22,1,1,1977,12,31,1998,0,7,2,0,0,1,4,1,5,1,1
1,620,"LIB","Libya",-7,12,1,1,1999,99,99,9999,0,7,1,0,0,1,4,1,4,1,1
,368,"LIT","Lithuania",4,8,11,11,1918,12,17,1926,7,3,3,3,4,7,4,2,8,7,2
,368,"LIT","Lithuania",-88,1,12,18,1926,5,15,1928,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,368,"LIT","Lithuania",-8,7,5,16,1928,11,6,1935,0,8,2,1,4,1,4,2,3,1,2
,368,"LIT","Lithuania",-9,5,11,7,1935,8,3,1940,0,9,2,1,4,1,4,1,3,1,1
1,368,"LIT","Lithuania",10,19,9,6,1991,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,435,"MAA","Mauritania",-4,1,11,28,1960,4,2,1962,2,6,2,1,4,5,4,1,3,5,1
,435,"MAA","Mauritania",-7,29,4,3,1962,7,12,1991,0,7,2,1,4,3,4,1,3,3,1
,435,"MAA","Mauritania",-6,14,7,13,1991,8,3,2005,0,6,2,1,4,3,4,2,3,3,2
,435,"MAA","Mauritania",-5,1,8,4,2005,6,27,2006,0,5,2,1,4,3,3,2,3,3,3
,435,"MAA","Mauritania",-3,1,6,28,2006,4,18,2007,0,3,2,0,0,3,3,2,5,3,3
,435,"MAA","Mauritania",4,1,4,19,2007,8,6,2008,4,0,2,2,4,5,2,0,7,5,5
,435,"MAA","Mauritania",-5,1,8,7,2008,6,3,2009,0,5,1,0,0,2,4,2,4,2,2
1,435,"MAA","Mauritania",-2,2,6,4,2009,99,99,9999,0,2,2,0,0,2,2,0,5,2,5
,343,"MAC","Macedonia",6,11,9,17,1991,9,14,2002,6,0,2,2,4,5,2,4,7,5,9
1,343,"MAC","Macedonia",9,8,9,15,2002,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,580,"MAG","Madagascar",-1,12,6,26,1960,5,18,1972,2,3,2,2,4,3,3,2,7,3,3
,580,"MAG","Madagascar",-3,3,5,19,1972,2,4,1975,1,4,2,1,4,3,3,3,3,3,6
,580,"MAG","Madagascar",-6,17,2,5,1975,10,31,1991,0,6,2,1,4,3,4,2,3,3,2
,580,"MAG","Madagascar",-88,1,11,1,1991,11,25,1992,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,580,"MAG","Madagascar",9,4,11,26,1992,3,14,1997,9,0,3,3,4,7,2,4,8,7,9
,580,"MAG","Madagascar",8,1,3,15,1997,4,7,1998,8,0,3,3,4,6,2,4,8,6,9
,580,"MAG","Madagascar",7,11,4,8,1998,3,17,2009,7,0,3,3,4,5,2,4,8,5,9
1,580,"MAG","Madagascar",0,2,3,18,2009,99,99,9999,3,3,2,1,4,5,3,3,3,5,6
,820,"MAL","Malaysia",10,12,8,31,1957,5,15,1969,10,0,3,3,4,7,5,5,8,7,10
,820,"MAL","Malaysia",1,2,5,16,1969,2,19,1971,3,2,2,2,4,3,3,3,7,3,6
,820,"MAL","Malaysia",4,24,2,20,1971,6,15,1995,5,1,2,2,4,5,3,3,7,5,6
,820,"MAL","Malaysia",3,13,6,16,1995,3,7,2008,4,1,2,2,4,4,3,3,7,4,6
1,820,"MAL","Malaysia",6,3,3,8,2008,99,99,9999,6,0,3,3,4,5,2,3,8,5,7
,590,"MAS","Mauritius",9,14,3,12,1968,6,30,1982,9,0,3,3,4,7,2,4,8,7,9
1,590,"MAS","Mauritius",10,28,7,1,1982,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,553,"MAW","Malawi",-9,29,7,6,1964,6,14,1993,0,9,2,1,4,1,4,1,3,1,1
,553,"MAW","Malawi",-8,1,6,15,1993,5,17,1994,0,8,2,1,4,1,4,2,3,1,2
,553,"MAW","Malawi",6,7,5,18,1994,3,25,2001,6,0,2,2,4,5,2,4,7,5,9
,553,"MAW","Malawi",4,2,3,26,2001,1,28,2003,5,1,2,2,4,4,3,4,7,4,8
,553,"MAW","Malawi",5,1,1,29,2003,5,20,2004,6,1,2,2,4,5,3,4,7,5,8
,553,"MAW","Malawi",6,1,5,21,2004,2,5,2005,7,1,2,2,4,6,3,4,7,6,8
1,553,"MAW","Malawi",6,6,2,6,2005,99,99,9999,6,0,2,2,4,6,2,3,7,6,7
,70,"MEX","Mexico",-1,12,5,19,1822,4,24,1834,1,2,1,0,0,3,3,3,4,3,6
,70,"MEX","Mexico",-88,2,4,25,1834,12,15,1835,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,70,"MEX","Mexico",-3,11,12,16,1835,8,18,1846,1,4,1,0,0,1,3,3,4,1,6
,70,"MEX","Mexico",-66,1,8,19,1846,2,2,1848,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,70,"MEX","Mexico",-3,15,2,3,1848,6,7,1863,1,4,1,0,0,1,3,3,4,1,6
,70,"MEX","Mexico",-66,1,6,8,1863,4,10,1864,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,70,"MEX","Mexico",-3,3,4,11,1864,5,14,1867,1,4,1,0,0,1,3,3,4,1,6
,70,"MEX","Mexico",-5,10,5,15,1867,11,20,1876,1,6,2,1,4,1,3,3,3,1,6
,70,"MEX","Mexico",-88,4,11,21,1876,11,30,1880,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,70,"MEX","Mexico",-9,30,12,1,1880,5,25,1911,0,9,2,1,4,1,4,1,3,1,1
,70,"MEX","Mexico",-77,6,5,26,1911,1,31,1917,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,70,"MEX","Mexico",-1,3,2,1,1917,12,31,1919,1,2,1,0,0,3,3,3,4,3,6
,70,"MEX","Mexico",-1,5,1,1,1920,6,30,1924,1,2,2,0,0,3,3,3,5,3,6
,70,"MEX","Mexico",-3,6,7,1,1924,6,30,1930,1,4,2,1,4,3,3,3,3,3,6
,70,"MEX","Mexico",-6,47,7,1,1930,9,1,1977,0,6,2,1,4,3,4,2,3,3,2
,70,"MEX","Mexico",-3,11,9,2,1977,7,13,1988,1,4,2,1,4,3,3,3,3,3,6
,70,"MEX","Mexico",0,6,7,14,1988,8,15,1994,2,2,2,1,4,4,2,3,3,4,7
,70,"MEX","Mexico",4,3,8,16,1994,7,5,1997,4,0,2,2,4,4,2,3,7,4,7
,70,"MEX","Mexico",6,1,7,6,1997,12,31,1998,6,0,2,2,4,5,2,4,7,5,9
,70,"MEX","Mexico",6,2,1,1,1999,11,30,2000,6,0,2,2,4,6,2,3,7,6,7
1,70,"MEX","Mexico",8,10,12,1,2000,99,99,9999,8,0,3,3,4,6,2,4,8,6,9
,359,"MLD","Moldova",5,2,8,27,1991,8,3,1993,5,0,2,2,4,5,2,3,7,5,7
,359,"MLD","Moldova",7,8,8,4,1993,4,6,2001,7,0,2,2,4,7,2,3,7,7,7
1,359,"MLD","Moldova",8,10,4,7,2001,99,99,9999,8,0,3,3,4,7,2,3,8,7,7
,432,"MLI","Mali",-7,8,9,22,1960,11,19,1968,0,7,2,1,4,3,4,1,3,3,1
,432,"MLI","Mali",-7,10,11,20,1968,12,31,1978,0,7,1,0,0,1,4,1,4,1,1
,432,"MLI","Mali",-7,12,1,1,1979,3,26,1991,0,7,2,0,0,1,4,1,5,1,1
,432,"MLI","Mali",-88,1,3,27,1991,6,8,1992,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,432,"MLI","Mali",7,5,6,9,1992,5,15,1997,7,0,3,3,4,5,2,4,8,5,9
,432,"MLI","Mali",6,5,5,16,1997,6,7,2002,6,0,3,3,4,5,2,3,8,5,7
1,432,"MLI","Mali",7,9,6,8,2002,99,99,9999,7,0,3,3,4,5,2,4,8,5,9
1,348,"MNT","Montenegro",9,5,6,3,2006,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,332,"MOD","Modena",-10,45,6,8,1815,3,13,1860,0,10,3,1,1,1,4,1,1,1,1
,712,"MON","Mongolia",-7,10,10,26,1924,6,30,1934,0,7,2,1,4,3,4,1,3,3,1
,712,"MON","Mongolia",-9,18,7,1,1934,1,28,1952,0,9,2,1,4,1,4,1,3,1,1
,712,"MON","Mongolia",-7,39,1,29,1952,7,29,1990,0,7,2,1,4,3,4,1,3,3,1
,712,"MON","Mongolia",2,1,7,30,1990,1,13,1992,4,2,2,2,4,5,3,2,7,5,3
,712,"MON","Mongolia",9,5,1,14,1992,6,30,1996,9,0,3,3,4,7,2,4,8,7,9
1,712,"MON","Mongolia",10,14,7,1,1996,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,600,"MOR","Morocco",-6,,1,1,1800,3,20,1912,1,7,3,1,1,1,3,3,1,1,6
,600,"MOR","Morocco",-5,5,3,2,1956,6,1,1961,1,6,3,1,1,2,3,3,1,2,6
,600,"MOR","Morocco",-88,2,6,2,1961,11,12,1963,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,600,"MOR","Morocco",-3,2,11,13,1963,6,6,1965,1,4,3,1,2,3,2,3,2,3,7
,600,"MOR","Morocco",-9,12,6,7,1965,6,3,1977,0,9,3,1,1,1,4,2,1,1,2
,600,"MOR","Morocco",-8,15,6,4,1977,9,4,1992,0,8,3,1,2,2,4,2,2,2,2
,600,"MOR","Morocco",-7,5,9,5,1992,2,14,1998,0,7,3,1,2,3,4,2,2,3,2
1,600,"MOR","Morocco",-6,13,2,15,1998,99,99,9999,0,6,3,1,2,3,3,2,2,3,3
,775,"MYA","Myanmar (Burma)",8,14,1,4,1948,3,2,1962,8,0,3,3,4,7,2,3,8,7,7
,775,"MYA","Myanmar (Burma)",-6,1,3,3,1962,6,30,1963,0,6,1,0,0,1,4,2,4,1,2
,775,"MYA","Myanmar (Burma)",-7,7,7,1,1963,12,31,1970,0,7,1,0,0,1,4,1,4,1,1
,775,"MYA","Myanmar (Burma)",-7,3,1,1,1971,12,31,1973,0,7,2,0,0,1,4,1,5,1,1
,775,"MYA","Myanmar (Burma)",-6,7,1,1,1974,6,30,1980,0,6,2,0,0,2,4,1,5,2,1
,775,"MYA","Myanmar (Burma)",-8,8,7,1,1980,9,18,1988,0,8,2,1,4,2,4,1,3,2,1
,775,"MYA","Myanmar (Burma)",-6,2,9,19,1988,5,27,1990,0,6,2,1,4,3,4,2,3,3,2
,775,"MYA","Myanmar (Burma)",-7,13,5,28,1990,10,19,2004,0,7,2,1,4,3,4,1,3,3,1
,775,"MYA","Myanmar (Burma)",-8,4,10,20,2004,5,9,2008,0,8,2,1,4,2,4,1,3,2,1
1,775,"MYA","Myanmar (Burma)",-6,3,5,10,2008,99,99,9999,0,6,2,0,0,2,4,1,5,2,1
,541,"MZM","Mozambique",-8,11,6,25,1975,7,26,1986,0,8,2,1,4,2,4,1,3,2,1
,541,"MZM","Mozambique",-7,4,7,27,1986,1,30,1991,0,7,2,1,4,3,4,1,3,3,1
,541,"MZM","Mozambique",-6,4,1,31,1991,10,27,1994,0,6,2,1,4,3,4,2,3,3,2
1,541,"MZM","Mozambique",5,16,10,28,1994,99,99,9999,5,0,2,2,4,4,2,4,7,4,9
1,565,"NAM","Namibia",6,21,3,21,1990,99,99,9999,6,0,2,2,4,5,2,4,7,5,9
,790,"NEP","Nepal",-6,,1,1,1800,6,30,1846,1,7,3,1,1,1,3,3,1,1,6
,790,"NEP","Nepal",-3,101,7,1,1846,6,15,1947,1,4,1,0,0,1,3,3,4,1,6
,790,"NEP","Nepal",-5,4,6,16,1947,2,12,1951,0,5,1,0,0,1,3,2,4,1,3
,790,"NEP","Nepal",-7,7,2,13,1951,7,26,1957,0,7,3,1,1,2,3,2,1,2,3
,790,"NEP","Nepal",-88,1,7,27,1957,2,15,1959,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,790,"NEP","Nepal",2,2,2,16,1959,12,15,1960,4,2,3,3,4,3,3,3,8,3,6
,790,"NEP","Nepal",-10,2,12,16,1960,12,16,1962,0,10,3,1,1,1,4,1,1,1,1
,790,"NEP","Nepal",-9,18,12,17,1962,5,9,1981,0,9,3,1,2,2,4,1,2,2,1
,790,"NEP","Nepal",-2,10,5,10,1981,11,9,1990,2,4,3,2,3,3,4,2,6,3,2
,790,"NEP","Nepal",5,9,11,10,1990,5,16,1999,5,0,3,2,3,6,2,0,6,6,5
,790,"NEP","Nepal",6,3,5,17,1999,10,4,2002,7,1,3,2,3,6,3,4,6,6,8
,790,"NEP","Nepal",-6,4,10,5,2002,4,24,2006,1,7,3,1,2,1,3,3,2,1,6
,790,"NEP","Nepal",-88,0,4,25,2006,5,17,2006,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,790,"NEP","Nepal",6,3,5,18,2006,5,4,2009,7,1,2,2,4,6,3,4,7,6,8
1,790,"NEP","Nepal",6,2,5,5,2009,99,99,9999,6,0,2,2,4,6,2,3,7,6,7
,920,"NEW","New Zealand",10,19,7,1,1857,11,1,1876,10,0,3,3,4,7,5,5,8,7,10
,920,"NEW","New Zealand",4,1,11,2,1876,6,30,1877,7,3,3,3,4,7,4,2,8,7,2
,920,"NEW","New Zealand",9,16,7,1,1877,6,30,1893,9,0,3,3,4,7,5,4,8,7,
1,920,"NEW","New Zealand",10,117,7,1,1893,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,93,"NIC","Nicaragua",-5,72,4,30,1838,12,16,1909,1,6,2,1,4,1,3,3,3,1,6
,93,"NIC","Nicaragua",-3,17,12,17,1909,12,2,1926,1,4,2,1,4,3,3,3,3,3,6
,93,"NIC","Nicaragua",-66,2,12,3,1926,11,4,1928,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,93,"NIC","Nicaragua",-3,8,11,5,1928,6,2,1936,1,4,2,1,4,3,3,3,3,3,6
,93,"NIC","Nicaragua",-8,43,6,3,1936,7,19,1979,0,8,2,1,4,1,4,2,3,1,2
,93,"NIC","Nicaragua",-77,2,7,20,1979,3,4,1981,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,93,"NIC","Nicaragua",-5,3,3,5,1981,2,21,1984,0,5,1,0,0,2,4,2,4,2,2
,93,"NIC","Nicaragua",-1,6,2,22,1984,2,26,1990,1,2,2,0,0,3,3,3,5,3,6
,93,"NIC","Nicaragua",6,5,2,27,1990,7,5,1995,6,0,3,3,4,5,2,3,8,5,7
,93,"NIC","Nicaragua",8,12,7,6,1995,1,9,2007,8,0,3,3,4,7,2,3,8,7,7
1,93,"NIC","Nicaragua",9,4,1,10,2007,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,475,"NIG","Nigeria",8,4,10,1,1960,12,8,1964,8,0,3,3,4,7,2,3,8,7,7
,475,"NIG","Nigeria",7,1,12,9,1964,1,15,1966,8,1,3,3,4,7,3,3,8,7,6
,475,"NIG","Nigeria",-7,13,1,16,1966,9,21,1978,0,7,1,0,0,1,4,1,4,1,1
,475,"NIG","Nigeria",-88,1,9,22,1978,10,1,1979,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,475,"NIG","Nigeria",7,4,10,2,1979,1,1,1984,8,1,3,3,4,7,3,3,8,7,6
,475,"NIG","Nigeria",-7,5,1,2,1984,5,3,1989,0,7,1,0,0,1,4,1,4,1,1
,475,"NIG","Nigeria",-5,4,5,4,1989,6,23,1993,0,5,1,0,0,1,3,2,4,1,3
,475,"NIG","Nigeria",-7,2,6,24,1993,10,2,1995,0,7,1,0,0,1,4,1,4,1,1
,475,"NIG","Nigeria",-6,3,10,3,1995,6,16,1998,0,6,1,0,0,1,4,2,4,1,2
,475,"NIG","Nigeria",-88,1,6,17,1998,5,28,1999,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,475,"NIG","Nigeria",4,12,5,29,1999,99,99,9999,4,0,2,2,4,5,2,0,7,5,5
,436,"NIR","Niger",-7,14,8,3,1960,4,15,1974,0,7,2,1,4,3,4,1,3,3,1
,436,"NIR","Niger",-7,8,4,16,1974,12,31,1981,0,7,1,0,0,1,4,1,4,1,1
,436,"NIR","Niger",-7,5,1,1,1982,6,14,1987,0,7,2,0,0,1,4,1,5,1,1
,436,"NIR","Niger",-7,4,6,15,1987,7,29,1991,0,7,2,1,4,3,4,1,3,3,1
,436,"NIR","Niger",-88,1,7,30,1991,12,26,1992,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,436,"NIR","Niger",8,3,12,27,1992,1,28,1996,8,0,3,3,4,7,2,3,8,7,7
,436,"NIR","Niger",-6,3,1,29,1996,4,9,1999,0,6,1,0,0,1,4,2,4,1,2
,436,"NIR","Niger",-88,0,4,10,1999,7,17,1999,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,436,"NIR","Niger",5,5,7,18,1999,11,15,2004,6,1,2,2,4,5,3,4,7,5,8
,436,"NIR","Niger",6,5,11,16,2004,5,25,2009,7,1,3,3,4,5,3,4,8,5,8
,436,"NIR","Niger",-3,1,5,26,2009,2,18,2010,0,3,1,0,0,3,3,2,4,3,3
1,436,"NIR","Niger",3,1,2,19,2010,99,99,9999,4,1,2,0,0,5,3,4,5,5,8
,385,"NOR","Norway",-7,59,5,17,1814,7,18,1873,0,7,3,1,1,3,4,2,1,3,2
,385,"NOR","Norway",-4,11,7,19,1873,7,2,1884,2,6,3,1,2,5,4,2,2,5,2
,385,"NOR","Norway",-2,14,7,3,1884,2,15,1898,4,6,3,1,2,7,4,2,2,7,2
,385,"NOR","Norway",10,42,2,16,1898,4,9,1940,10,0,3,3,4,7,5,5,8,7,10
,385,"NOR","Norway",-66,5,4,10,1940,5,8,1945,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1,385,"NOR","Norway",10,66,5,9,1945,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,210,"NTH","Netherlands",-6,25,6,8,1815,10,7,1840,1,7,3,1,1,1,3,3,1,1,6
,210,"NTH","Netherlands",-7,8,10,8,1840,10,15,1848,0,7,3,1,1,3,4,2,1,3,2
,210,"NTH","Netherlands",-4,1,10,16,1848,6,30,1849,2,6,3,1,2,5,4,2,2,5,2
,210,"NTH","Netherlands",-3,40,7,1,1849,12,6,1889,3,6,3,1,2,6,4,2,2,6,2
,210,"NTH","Netherlands",-2,28,12,7,1889,11,15,1917,4,6,3,1,2,7,4,2,2,7,2
,210,"NTH","Netherlands",10,22,11,16,1917,5,10,1940,10,0,3,3,4,7,5,5,8,7,10
,210,"NTH","Netherlands",-66,5,5,11,1940,5,3,1945,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1,210,"NTH","Netherlands",10,66,5,4,1945,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,564,"OFS","Orange Free State",4,48,2,17,1854,5,24,1902,7,3,3,3,4,7,4,2,8,7,2
,698,"OMA","Oman",-6,,1,1,1800,12,31,1931,0,6,3,1,1,1,1,0,1,1,4
,698,"OMA","Oman",-6,26,1,1,1932,7,19,1957,0,6,3,1,1,1,2,0,1,1,5
,698,"OMA","Oman",-10,34,7,20,1957,12,21,1991,0,10,3,1,1,1,4,1,1,1,1
,698,"OMA","Oman",-9,11,12,22,1991,11,26,2002,0,9,3,1,1,2,4,1,1,2,1
1,698,"OMA","Oman",-8,8,11,27,2002,99,99,9999,0,8,3,1,1,2,4,2,1,2,2
,770,"PAK","Pakistan",-88,2,1,1,1972,8,13,1973,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,770,"PAK","Pakistan",8,4,8,14,1973,7,5,1977,8,0,3,3,4,7,2,3,8,7,7
,770,"PAK","Pakistan",-7,8,7,6,1977,3,10,1985,0,7,1,0,0,1,4,1,4,1,1
,770,"PAK","Pakistan",-4,4,3,11,1985,11,16,1988,0,4,2,0,0,3,4,2,5,3,2
,770,"PAK","Pakistan",8,8,11,17,1988,2,15,1997,8,0,3,3,4,7,2,3,8,7,7
,770,"PAK","Pakistan",7,3,2,16,1997,10,12,1999,7,0,3,3,4,6,2,3,8,6,7
,770,"PAK","Pakistan",-6,3,10,13,1999,11,17,2002,0,6,1,0,0,1,4,2,4,1,2
,770,"PAK","Pakistan",-5,4,11,18,2002,3,9,2007,0,5,2,0,0,2,4,2,5,2,2
,770,"PAK","Pakistan",-2,1,3,10,2007,11,27,2007,1,3,2,0,0,2,3,3,5,2,6
,770,"PAK","Pakistan",2,1,11,28,2007,8,18,2008,2,0,2,0,0,4,2,3,5,4,7
,770,"PAK","Pakistan",5,2,8,19,2008,4,18,2010,5,0,2,2,4,5,2,3,7,5,7
1,770,"PAK","Pakistan",6,1,4,19,2010,99,99,9999,6,0,2,2,4,6,2,3,7,6,7
,95,"PAN","Panama",-3,46,11,3,1903,11,20,1949,0,3,2,1,4,3,1,0,3,3,4
,95,"PAN","Panama",-1,5,11,21,1949,1,2,1955,1,2,2,1,4,4,2,0,3,4,5
,95,"PAN","Panama",4,14,1,3,1955,10,12,1968,5,1,2,2,4,5,3,3,7,5,6
,95,"PAN","Panama",-7,0,10,13,1968,12,31,1968,0,7,1,0,0,1,4,1,4,1,1
,95,"PAN","Panama",-7,10,1,1,1969,10,5,1978,0,7,2,0,0,1,4,1,5,1,1
,95,"PAN","Panama",-6,3,10,6,1978,3,3,1982,0,6,2,1,4,2,3,2,3,2,3
,95,"PAN","Panama",-5,2,3,4,1982,5,6,1984,0,5,2,1,4,3,3,2,3,3,3
,95,"PAN","Panama",-6,3,5,7,1984,6,11,1987,0,6,2,1,4,2,3,2,3,2,3
,95,"PAN","Panama",-8,3,6,12,1987,12,20,1989,0,8,2,1,4,2,4,1,3,2,1
,95,"PAN","Panama",8,5,12,21,1989,8,31,1994,8,0,3,3,4,6,2,4,8,6,9
1,95,"PAN","Panama",9,16,9,1,1994,99,99,9999,9,0,3,3,4,6,5,5,8,6,10
,327,"PAP","Papal States",-9,34,6,8,1815,11,25,1848,0,9,2,1,4,1,4,1,3,1,1
,327,"PAP","Papal States",-88,1,11,26,1848,4,12,1850,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,327,"PAP","Papal States",-9,21,4,13,1850,10,2,1870,0,9,2,1,4,1,4,1,3,1,1
,150,"PAR","Paraguay",-9,58,5,14,1811,1,1,1869,0,9,2,1,4,1,4,1,3,1,1
,150,"PAR","Paraguay",-88,2,1,2,1869,11,25,1870,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,150,"PAR","Paraguay",-3,6,11,26,1870,4,12,1877,1,4,1,1,4,3,3,3,,3,6
,150,"PAR","Paraguay",-4,27,4,13,1877,6,30,1904,1,5,1,1,4,2,3,3,,2,6
,150,"PAR","Paraguay",-3,32,7,1,1904,3,11,1936,1,4,1,1,4,3,3,3,,3,6
,150,"PAR","Paraguay",-7,1,3,12,1936,8,15,1937,0,7,1,0,0,1,4,1,4,1,1
,150,"PAR","Paraguay",2,2,8,16,1937,2,14,1940,4,2,3,3,4,3,3,3,8,3,6
,150,"PAR","Paraguay",-9,8,2,15,1940,7,28,1947,0,9,2,1,4,1,4,1,3,1,1
,150,"PAR","Paraguay",-5,7,7,29,1947,7,11,1954,1,6,2,1,4,1,3,3,3,1,6
,150,"PAR","Paraguay",-9,13,7,12,1954,8,25,1967,0,9,2,1,4,1,4,1,3,1,1
,150,"PAR","Paraguay",-8,22,8,26,1967,5,1,1989,0,8,2,1,4,1,4,2,3,1,2
,150,"PAR","Paraguay",2,3,5,2,1989,6,22,1992,3,1,2,2,4,3,2,3,7,3,7
,150,"PAR","Paraguay",7,6,6,23,1992,8,14,1998,7,0,2,2,4,7,2,3,7,7,7
,150,"PAR","Paraguay",6,1,8,15,1998,3,28,1999,6,0,2,2,4,6,2,3,7,6,7
,150,"PAR","Paraguay",7,4,3,29,1999,4,26,2003,7,0,2,2,4,7,2,3,7,7,7
,150,"PAR","Paraguay",8,5,4,27,2003,8,14,2008,8,0,3,3,4,7,2,3,8,7,7
1,150,"PAR","Paraguay",8,2,8,15,2008,99,99,9999,9,1,3,3,4,7,3,4,8,7,8
,135,"PER","Peru",-3,1,7,28,1821,9,20,1822,1,4,1,0,0,1,3,3,4,1,6
,135,"PER","Peru",-5,1,9,21,1822,2,24,1824,1,6,2,1,4,1,3,3,3,1,6
,135,"PER","Peru",-88,4,2,25,1824,6,30,1828,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,135,"PER","Peru",5,7,7,1,1828,2,25,1835,6,1,3,3,4,5,3,3,8,5,6
,135,"PER","Peru",-3,1,2,26,1835,2,9,1836,1,4,1,0,0,1,3,3,4,1,6
,135,"PER","Peru",-1,1,2,10,1836,10,28,1836,1,2,1,0,0,3,3,3,4,3,6
,135,"PER","Peru",-3,3,10,29,1836,8,15,1839,1,4,1,0,0,1,3,3,4,1,6
,135,"PER","Peru",-1,40,8,16,1839,12,23,1879,1,2,1,0,0,3,3,3,4,3,6
,135,"PER","Peru",-3,1,12,24,1879,1,17,1881,1,4,1,0,0,1,3,3,4,1,6
,135,"PER","Peru",-66,3,1,18,1881,10,20,1883,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,135,"PER","Peru",-3,3,10,21,1883,5,30,1886,1,4,1,0,0,1,3,3,4,1,6
,135,"PER","Peru",2,33,5,31,1886,7,4,1919,4,2,3,3,4,3,3,3,8,3,6
,135,"PER","Peru",-88,1,7,5,1919,1,18,1920,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,135,"PER","Peru",-9,11,1,19,1920,8,25,1930,0,9,2,1,4,1,4,1,3,1,1
,135,"PER","Peru",-88,3,8,26,1930,4,9,1933,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,135,"PER","Peru",2,15,4,10,1933,10,28,1948,4,2,3,3,4,3,3,3,8,3,6
,135,"PER","Peru",-6,2,10,29,1948,7,28,1950,0,6,1,0,0,1,2,2,4,1,2
,135,"PER","Peru",-2,6,7,29,1950,7,28,1956,1,3,2,0,0,2,3,3,5,2,6
,135,"PER","Peru",5,6,7,29,1956,7,18,1962,5,0,2,2,4,5,2,3,7,5,7
,135,"PER","Peru",-6,1,7,19,1962,7,28,1963,0,6,2,1,4,3,4,2,3,3,2
,135,"PER","Peru",5,5,7,29,1963,10,3,1968,6,1,3,3,4,5,3,3,8,5,6
,135,"PER","Peru",-7,8,10,4,1968,12,31,1976,0,7,1,0,0,1,4,1,4,1,1
,135,"PER","Peru",-7,1,1,1,1977,6,4,1978,0,7,2,0,0,1,4,1,5,1,1
,135,"PER","Peru",-88,2,6,5,1978,7,28,1980,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
