"present","ccode","scode","country","polity","persist","bmonth","bday","byear","emonth","eday","eyear","democ","autoc","xrreg","xrcomp","xropen","xconst","parreg","parcomp","exrec","exconst","polcomp"
,700,"AFG","Afghanistan",-6,,1,1,1800,6,30,1935,1,7,3,1,1,1,3,3,1,1,6
,700,"AFG","Afghanistan",-8,10,7,1,1935,6,30,1945,0,8,3,1,1,1,3,2,1,1,3
,700,"AFG","Afghanistan",-10,8,7,1,1945,9,7,1953,0,10,3,1,1,1,4,1,1,1,1
,700,"AFG","Afghanistan",-10,11,9,8,1953,9,9,1964,0,10,3,1,2,1,4,1,2,1,1
,700,"AFG","Afghanistan",-7,9,9,10,1964,7,17,1973,0,7,3,1,2,3,4,2,2,3,2
,700,"AFG","Afghanistan",-7,3,7,18,1973,12,31,1976,0,7,1,0,0,1,4,1,4,1,1
,700,"AFG","Afghanistan",-7,1,1,1,1977,4,16,1978,0,7,2,0,0,1,4,1,5,1,1
,700,"AFG","Afghanistan",-77,2,4,17,1978,12,27,1979,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,700,"AFG","Afghanistan",-66,9,12,28,1979,2,3,1989,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,700,"AFG","Afghanistan",-8,3,2,4,1989,4,16,1992,0,8,2,1,4,2,4,1,3,2,1
,700,"AFG","Afghanistan",-77,4,4,17,1992,9,26,1996,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,700,"AFG","Afghanistan",-7,5,9,27,1996,10,7,2001,0,7,1,0,0,1,4,1,4,1,1
,700,"AFG","Afghanistan",-77,0,10,8,2001,12,22,2001,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1,700,"AFG","Afghanistan",-66,9,12,23,2001,99,99,9999,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,339,"ALB","Albania",-2,0,9,4,1914,3,9,1915,2,4,2,1,4,5,3,2,3,5,3
,339,"ALB","Albania",-77,10,3,10,1915,1,21,1925,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,339,"ALB","Albania",-9,14,1,22,1925,4,8,1939,0,9,2,1,4,1,4,1,3,1,1
,339,"ALB","Albania",-77,7,4,9,1939,11,10,1945,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,339,"ALB","Albania",-88,0,11,11,1945,1,11,1946,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,339,"ALB","Albania",-9,45,1,12,1946,12,11,1990,0,9,2,1,4,1,4,1,3,1,1
,339,"ALB","Albania",1,2,12,12,1990,6,30,1992,3,2,2,2,4,3,3,3,7,3,6
,339,"ALB","Albania",5,4,7,1,1992,5,25,1996,6,1,3,3,4,5,3,3,8,5,6
,339,"ALB","Albania",0,1,5,26,1996,7,24,1997,3,3,2,1,4,5,3,3,3,5,6
,339,"ALB","Albania",5,5,7,25,1997,7,24,2002,6,1,2,2,4,5,3,4,7,5,8
,339,"ALB","Albania",7,2,7,25,2002,9,1,2005,7,0,2,2,4,6,2,4,7,6,9
1,339,"ALB","Albania",9,5,9,2,2005,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,615,"ALG","Algeria",-8,3,7,5,1962,6,19,1965,0,8,2,1,4,2,4,1,3,2,1
,615,"ALG","Algeria",-9,24,6,20,1965,2,23,1989,0,9,2,1,4,1,4,1,3,1,1
,615,"ALG","Algeria",-2,3,2,24,1989,1,14,1992,1,3,2,1,4,3,2,3,3,3,7
,615,"ALG","Algeria",-7,4,1,15,1992,11,16,1995,0,7,2,0,0,1,4,1,5,1,1
,615,"ALG","Algeria",-3,8,11,17,1995,4,8,2004,1,4,2,1,4,3,3,3,3,3,6
1,615,"ALG","Algeria",2,7,4,9,2004,99,99,9999,3,1,2,0,0,5,3,3,5,5,6
,540,"ANG","Angola",-7,15,11,11,1975,3,5,1991,0,7,2,1,4,3,4,1,3,3,1
,540,"ANG","Angola",-88,1,3,6,1991,5,16,1992,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,540,"ANG","Angola",-77,1,5,17,1992,6,15,1993,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,540,"ANG","Angola",-88,4,6,16,1993,4,14,1997,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,540,"ANG","Angola",-3,7,4,15,1997,8,22,2002,1,4,2,1,4,3,3,3,3,3,6
1,540,"ANG","Angola",-2,8,8,23,2002,99,99,9999,2,4,2,1,4,3,3,4,3,3,8
,160,"ARG","Argentina",-5,5,1,23,1825,12,8,1829,1,6,2,1,4,1,3,3,3,1,6
,160,"ARG","Argentina",-88,5,12,9,1829,3,28,1835,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,160,"ARG","Argentina",-5,18,3,29,1835,12,2,1852,1,6,2,1,4,1,3,3,3,1,6
,160,"ARG","Argentina",-88,0,12,3,1852,5,1,1853,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,160,"ARG","Argentina",-3,27,5,2,1853,9,21,1880,1,4,2,1,4,3,3,3,3,3,6
,160,"ARG","Argentina",1,32,9,22,1880,6,30,1912,3,2,2,2,4,3,3,3,7,3,6
,160,"ARG","Argentina",2,18,7,1,1912,9,6,1930,4,2,3,3,4,3,3,3,8,3,6
,160,"ARG","Argentina",-8,6,9,7,1930,2,28,1937,0,8,2,1,4,1,4,2,3,1,2
,160,"ARG","Argentina",5,6,3,1,1937,6,5,1943,6,1,3,3,4,3,5,5,8,3,10
,160,"ARG","Argentina",-8,3,6,6,1943,2,24,1946,0,8,2,1,4,1,4,2,3,1,2
,160,"ARG","Argentina",-88,3,2,25,1946,12,5,1948,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,160,"ARG","Argentina",-9,7,12,6,1948,9,16,1955,0,9,2,1,4,1,4,1,3,1,1
,160,"ARG","Argentina",-88,2,9,17,1955,7,28,1957,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,160,"ARG","Argentina",-1,9,7,29,1957,6,28,1966,3,4,3,3,4,3,4,2,8,3,2
,160,"ARG","Argentina",-9,7,6,29,1966,3,11,1973,0,9,2,1,4,1,4,1,3,1,1
,160,"ARG","Argentina",6,3,3,12,1973,3,24,1976,6,0,3,3,4,5,2,3,8,5,7
,160,"ARG","Argentina",-9,5,3,25,1976,3,29,1981,0,9,2,1,4,1,4,1,3,1,1
,160,"ARG","Argentina",-8,3,3,30,1981,10,30,1983,0,8,2,1,4,1,4,2,3,1,2
,160,"ARG","Argentina",8,5,10,31,1983,5,14,1989,8,0,3,3,4,7,2,3,8,7,7
,160,"ARG","Argentina",7,1,5,15,1989,12,31,1989,7,0,3,3,4,6,2,3,8,6,7
,160,"ARG","Argentina",7,10,1,1,1990,12,9,1999,7,0,3,3,4,5,2,4,8,5,9
1,160,"ARG","Argentina",8,11,12,10,1999,99,99,9999,8,0,3,3,4,6,2,4,8,6,9
,371,"ARM","Armenia",7,4,9,23,1991,7,6,1995,7,0,3,3,4,5,2,4,8,5,9
,371,"ARM","Armenia",3,1,7,7,1995,9,27,1996,4,1,3,3,4,3,2,3,8,3,7
,371,"ARM","Armenia",-6,1,9,28,1996,2,3,1998,0,6,2,1,4,3,4,2,3,3,2
,371,"ARM","Armenia",5,5,2,4,1998,2,20,2003,6,1,2,2,4,5,3,4,7,5,8
1,371,"ARM","Armenia",5,8,2,21,2003,99,99,9999,5,0,2,2,4,5,2,3,7,5,7
1,900,"AUL","Australia",10,110,1,1,1901,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,305,"AUS","Austria",-10,,1,1,1800,12,27,1805,0,10,3,1,1,1,4,1,1,1,1
,305,"AUS","Austria",-66,1,12,28,1805,8,6,1806,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,305,"AUS","Austria",-10,3,8,7,1806,5,13,1809,0,10,3,1,1,1,4,1,1,1,1
,305,"AUS","Austria",-66,0,5,14,1809,10,14,1809,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,305,"AUS","Austria",-10,38,10,15,1809,3,3,1848,0,10,3,1,1,1,4,1,1,1,1
,305,"AUS","Austria",-6,13,3,4,1848,2,15,1861,1,7,3,1,1,1,3,3,1,1,6
,305,"AUS","Austria",-4,7,2,16,1861,10,15,1867,1,5,3,1,1,3,3,3,1,3,6
,305,"AUS","Austria",-4,51,10,16,1867,11,14,1918,1,5,3,1,2,3,3,3,2,3,6
,305,"AUS","Austria",-88,2,11,15,1918,10,1,1920,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,305,"AUS","Austria",8,12,10,2,1920,3,4,1933,8,0,3,3,4,7,2,3,8,7,7
,305,"AUS","Austria",-88,1,3,5,1933,7,30,1934,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,305,"AUS","Austria",-9,4,7,31,1934,3,15,1938,0,9,2,1,4,1,4,1,3,1,1
,305,"AUS","Austria",-77,7,3,16,1938,4,30,1945,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,305,"AUS","Austria",-88,1,5,1,1945,6,28,1946,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,305,"AUS","Austria",10,65,6,29,1946,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,373,"AZE","Azerbaijan",-3,1,8,30,1991,6,8,1992,1,4,2,1,4,3,3,3,3,3,6
,373,"AZE","Azerbaijan",1,1,6,9,1992,6,30,1993,3,2,2,2,4,3,3,3,7,3,6
,373,"AZE","Azerbaijan",-3,2,7,1,1993,11,11,1995,1,4,2,1,4,3,3,3,3,3,6
,373,"AZE","Azerbaijan",-6,3,11,12,1995,10,16,1998,0,6,2,1,4,2,3,2,3,2,3
1,373,"AZE","Azerbaijan",-7,12,10,17,1998,99,99,9999,0,7,2,1,4,2,4,2,3,2,2
,267,"BAD","Baden",-7,22,7,16,1819,6,30,1841,0,7,3,1,1,3,4,2,1,3,2
,267,"BAD","Baden",-4,7,7,1,1841,12,15,1848,1,5,3,1,1,3,3,3,1,3,6
,267,"BAD","Baden",-7,22,12,16,1848,1,18,1871,0,7,3,1,1,3,4,2,1,3,2
,692,"BAH","Bahrain",-10,2,8,15,1971,12,7,1973,0,10,3,1,2,1,4,1,2,1,1
,692,"BAH","Bahrain",-7,2,12,8,1973,8,25,1975,0,7,3,1,2,3,4,2,2,3,2
,692,"BAH","Bahrain",-10,17,8,26,1975,1,16,1993,0,10,3,1,2,1,4,1,2,1,1
,692,"BAH","Bahrain",-9,6,1,17,1993,12,31,1998,0,9,3,1,2,2,4,1,2,2,1
,692,"BAH","Bahrain",-9,2,1,1,1999,2,14,2001,0,9,3,1,1,2,4,1,1,2,1
,692,"BAH","Bahrain",-8,2,2,15,2001,10,23,2002,0,8,3,1,1,2,4,2,1,2,2
,692,"BAH","Bahrain",-7,8,10,24,2002,8,23,2010,0,7,3,1,1,2,3,2,1,2,3
1,692,"BAH","Bahrain",-8,0,8,24,2010,99,99,9999,0,8,3,1,1,2,4,2,1,2,2
,245,"BAV","Bavaria",-10,,1,1,1800,5,26,1818,0,10,3,1,1,1,4,1,1,1,1
,245,"BAV","Bavaria",-9,22,5,27,1818,6,30,1840,0,9,3,1,1,2,4,1,1,2,1
,245,"BAV","Bavaria",-8,8,7,1,1840,6,30,1848,0,8,3,1,1,3,4,1,1,3,1
,245,"BAV","Bavaria",-7,23,7,1,1848,1,18,1871,0,7,3,1,1,3,4,2,1,3,2
,211,"BEL","Belgium",-4,23,10,4,1830,6,30,1853,2,6,3,1,2,5,4,2,2,5,2
,211,"BEL","Belgium",6,60,7,1,1853,4,24,1913,7,1,3,2,3,7,3,3,6,7,6
,211,"BEL","Belgium",7,1,4,25,1913,8,4,1914,8,1,3,2,3,7,3,4,6,7,8
,211,"BEL","Belgium",-66,1,8,5,1914,6,30,1915,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,211,"BEL","Belgium",7,4,7,1,1915,6,28,1919,8,1,3,2,3,7,3,4,6,7,8
,211,"BEL","Belgium",9,11,6,29,1919,6,30,1930,9,0,3,2,4,7,5,5,,7,10
,211,"BEL","Belgium",10,9,7,1,1930,9,3,1939,10,0,3,3,4,7,5,5,8,7,10
,211,"BEL","Belgium",-66,5,9,4,1939,9,2,1944,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,211,"BEL","Belgium",10,62,9,3,1944,6,9,2007,10,0,3,3,4,7,5,5,8,7,10
1,211,"BEL","Belgium",8,3,6,10,2007,99,99,9999,8,0,3,3,4,7,2,3,8,7,7
,434,"BEN","Benin",2,3,8,1,1960,10,28,1963,4,2,3,3,4,3,3,3,8,3,6
,434,"BEN","Benin",-88,2,10,29,1963,12,22,1965,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,434,"BEN","Benin",-7,4,12,23,1965,5,1,1970,0,7,1,0,0,1,4,1,4,1,1
,434,"BEN","Benin",-2,3,5,2,1970,10,26,1972,1,3,2,1,4,3,2,3,3,3,7
,434,"BEN","Benin",-7,7,10,27,1972,12,31,1979,0,7,1,0,0,1,4,1,4,1,1
,434,"BEN","Benin",-7,10,1,1,1980,2,25,1990,0,7,2,0,0,1,4,1,5,1,1
,434,"BEN","Benin",-88,1,2,26,1990,3,24,1991,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,434,"BEN","Benin",6,15,3,25,1991,3,18,2006,6,0,2,2,4,5,2,4,7,5,9
1,434,"BEN","Benin",7,5,3,19,2006,99,99,9999,7,0,3,3,4,5,2,4,8,5,9
,439,"BFO","Burkina Faso",-7,5,8,5,1960,1,3,1966,0,7,2,1,4,3,4,1,3,3,1
,439,"BFO","Burkina Faso",-7,4,1,4,1966,11,15,1969,0,7,1,0,0,1,4,1,4,1,1
,439,"BFO","Burkina Faso",-6,0,11,16,1969,6,14,1970,0,6,1,0,0,1,4,2,4,1,2
,439,"BFO","Burkina Faso",-4,8,6,15,1970,11,27,1977,0,4,2,0,0,2,3,2,5,2,3
,439,"BFO","Burkina Faso",-88,0,11,28,1977,5,29,1978,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,439,"BFO","Burkina Faso",5,3,5,30,1978,11,25,1980,6,1,3,3,4,5,3,3,8,5,6
,439,"BFO","Burkina Faso",-7,10,11,26,1980,6,2,1991,0,7,1,0,0,1,4,1,4,1,1
,439,"BFO","Burkina Faso",-5,6,6,3,1991,5,15,1997,0,5,2,0,0,2,4,2,5,2,2
,439,"BFO","Burkina Faso",-4,1,5,16,1997,12,31,1997,0,4,2,0,0,2,3,2,5,2,3
,439,"BFO","Burkina Faso",-4,3,1,1,1998,10,15,2000,0,4,2,0,0,2,3,4,5,2,3
,439,"BFO","Burkina Faso",-3,1,10,16,2000,9,18,2001,0,3,2,2,4,3,3,2,5,3,3
1,439,"BFO","Burkina Faso",0,9,9,19,2001,99,99,9999,2,2,2,0,0,3,3,4,5,3,8
,760,"BHU","Bhutan",-10,99,12,17,1907,3,25,2005,0,10,3,1,1,1,4,1,1,1,1
,760,"BHU","Bhutan",-6,3,3,26,2005,5,7,2008,0,6,3,1,1,2,2,0,1,2,5
1,760,"BHU","Bhutan",3,3,5,8,2008,99,99,9999,3,0,3,2,3,4,2,0,6,4,5
,370,"BLR","Belarus",7,2,8,25,1991,3,15,1994,7,0,2,2,4,7,2,3,7,7,7
,370,"BLR","Belarus",7,1,3,16,1994,4,15,1995,8,1,3,3,4,7,3,3,8,7,6
,370,"BLR","Belarus",0,2,4,16,1995,11,24,1996,3,3,3,3,4,3,3,2,8,3,3
1,370,"BLR","Belarus",-7,14,11,25,1996,99,99,9999,0,7,2,1,4,2,4,2,3,2,2
,771,"BNG","Bangladesh",8,3,4,18,1972,12,16,1974,8,0,3,3,4,7,2,3,8,7,7
,771,"BNG","Bangladesh",-2,1,12,17,1974,11,7,1975,2,4,2,2,4,3,4,2,7,3,2
,771,"BNG","Bangladesh",-7,3,11,8,1975,11,30,1978,0,7,1,0,0,1,4,1,4,1,1
,771,"BNG","Bangladesh",-4,3,12,1,1978,3,24,1982,0,4,2,0,0,2,3,2,5,2,3
,771,"BNG","Bangladesh",-7,5,3,25,1982,11,10,1986,0,7,1,0,0,1,4,1,4,1,1
,771,"BNG","Bangladesh",-5,5,11,11,1986,9,25,1991,0,5,2,0,0,2,4,2,5,2,2
,771,"BNG","Bangladesh",6,15,9,26,1991,1,10,2007,6,0,3,3,4,5,2,3,8,5,7
,771,"BNG","Bangladesh",-8,1,1,11,2007,9,8,2007,0,8,2,1,4,1,4,2,3,1,2
,771,"BNG","Bangladesh",-6,1,9,9,2007,1,5,2009,0,6,2,1,4,2,3,2,3,2,3
1,771,"BNG","Bangladesh",5,2,1,6,2009,99,99,9999,6,1,2,2,4,5,3,4,7,5,8
,145,"BOL","Bolivia",-3,11,8,6,1825,12,15,1836,1,4,2,1,4,3,3,3,3,3,6
,145,"BOL","Bolivia",-3,2,12,16,1836,1,20,1839,1,4,1,0,0,1,3,3,4,1,6
,145,"BOL","Bolivia",-3,2,1,21,1839,6,30,1841,1,4,2,1,4,3,3,3,3,3,6
,145,"BOL","Bolivia",-66,0,7,1,1841,11,20,1841,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,145,"BOL","Bolivia",-3,23,11,21,1841,12,28,1864,1,4,2,1,4,3,3,3,3,3,6
,145,"BOL","Bolivia",-7,7,12,29,1864,11,23,1871,0,7,1,0,0,1,4,1,4,1,1
,145,"BOL","Bolivia",-88,1,11,24,1871,1,3,1873,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,145,"BOL","Bolivia",-3,3,1,4,1873,2,14,1876,1,4,2,1,4,3,3,3,3,3,6
,145,"BOL","Bolivia",-7,4,2,15,1876,1,1,1880,0,7,1,0,0,1,4,1,4,1,1
,145,"BOL","Bolivia",2,56,1,2,1880,5,17,1936,4,2,3,3,4,3,3,3,8,3,6
,145,"BOL","Bolivia",-5,16,5,18,1936,4,9,1952,1,6,2,1,4,1,3,3,3,1,6
,145,"BOL","Bolivia",-88,4,4,10,1952,6,17,1956,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,145,"BOL","Bolivia",-3,8,6,18,1956,11,4,1964,1,4,2,1,4,3,3,3,3,3,6
,145,"BOL","Bolivia",-4,1,11,5,1964,12,31,1965,0,4,1,0,0,2,3,2,4,2,3
,145,"BOL","Bolivia",-4,3,1,1,1966,12,31,1968,0,4,2,0,0,2,3,2,5,2,3
,145,"BOL","Bolivia",-4,2,1,1,1969,10,6,1970,0,4,1,0,0,2,3,2,4,2,3
,145,"BOL","Bolivia",-5,1,10,7,1970,8,22,1971,0,5,1,0,0,1,3,2,4,1,3
,145,"BOL","Bolivia",-7,7,8,23,1971,11,24,1978,0,7,1,0,0,1,4,1,4,1,1
,145,"BOL","Bolivia",-4,2,11,25,1978,7,17,1980,0,4,2,0,0,2,3,2,5,2,3
,145,"BOL","Bolivia",-7,2,7,18,1980,10,10,1982,0,7,1,0,0,1,4,1,4,1,1
,145,"BOL","Bolivia",8,3,10,11,1982,8,6,1985,8,0,3,3,4,7,2,3,8,7,7
,145,"BOL","Bolivia",9,18,8,7,1985,2,11,2003,9,0,3,3,4,7,2,4,8,7,9
,145,"BOL","Bolivia",8,6,2,12,2003,2,6,2009,8,0,3,3,4,7,2,3,8,7,7
1,145,"BOL","Bolivia",7,2,2,7,2009,99,99,9999,7,0,3,3,4,6,2,3,8,6,7
,346,"BOS","Bosnia",-77,4,4,5,1992,12,20,1995,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
1,346,"BOS","Bosnia",-66,15,12,21,1995,99,99,9999,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,571,"BOT","Botswana",6,21,9,30,1966,9,14,1987,6,0,2,2,4,5,2,4,7,5,9
,571,"BOT","Botswana",7,10,9,15,1987,8,5,1997,7,0,2,2,4,6,2,4,7,6,9
1,571,"BOT","Botswana",8,13,8,6,1997,99,99,9999,8,0,2,2,4,7,2,4,7,7,9
,140,"BRA","Brazil",-6,66,3,25,1824,11,15,1889,1,7,3,1,1,1,3,3,1,1,6
,140,"BRA","Brazil",-3,5,11,16,1889,6,30,1894,1,4,1,0,0,1,3,3,4,1,6
,140,"BRA","Brazil",-3,36,7,1,1894,10,30,1930,1,4,2,1,4,3,3,3,3,3,6
,140,"BRA","Brazil",-88,4,10,31,1930,7,16,1934,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,140,"BRA","Brazil",-7,11,7,17,1934,10,25,1945,0,7,1,0,0,1,4,1,4,1,1
,140,"BRA","Brazil",-88,1,10,26,1945,9,18,1946,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,140,"BRA","Brazil",7,1,9,19,1946,5,1,1947,7,0,3,3,4,7,1,0,8,7,4
,140,"BRA","Brazil",5,11,5,2,1947,6,30,1958,6,1,3,3,4,5,3,3,8,5,6
,140,"BRA","Brazil",6,3,7,1,1958,9,2,1961,6,0,3,3,4,5,2,3,8,5,7
,140,"BRA","Brazil",5,1,9,3,1961,1,22,1963,5,0,3,3,4,4,2,3,8,4,7
,140,"BRA","Brazil",3,1,1,23,1963,4,9,1964,4,1,3,3,4,3,2,3,8,3,7
,140,"BRA","Brazil",-88,2,4,10,1964,10,27,1965,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,140,"BRA","Brazil",-9,8,10,28,1965,1,15,1974,0,9,2,1,4,1,4,1,3,1,1
,140,"BRA","Brazil",-4,9,1,16,1974,11,15,1982,2,6,2,2,4,1,4,2,7,1,2
,140,"BRA","Brazil",-3,2,11,16,1982,1,15,1985,2,5,2,2,4,2,4,2,7,2,2
,140,"BRA","Brazil",7,4,1,16,1985,10,5,1988,7,0,3,3,4,5,2,4,8,5,9
1,140,"BRA","Brazil",8,22,10,6,1988,99,99,9999,8,0,3,3,4,6,2,4,8,6,9
,516,"BUI","Burundi",0,1,7,1,1962,6,15,1963,3,3,3,1,2,5,2,3,2,5,7
,516,"BUI","Burundi",-3,2,6,16,1963,10,18,1965,1,4,3,1,2,3,2,3,2,3,7
,516,"BUI","Burundi",-88,1,10,19,1965,11,29,1966,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,516,"BUI","Burundi",-7,17,11,30,1966,12,31,1983,0,7,1,0,0,1,4,1,4,1,1
,516,"BUI","Burundi",-7,3,1,1,1984,12,31,1986,0,7,2,0,0,1,4,1,5,1,1
,516,"BUI","Burundi",-7,5,1,1,1987,3,16,1992,0,7,1,0,0,1,4,1,4,1,1
,516,"BUI","Burundi",-88,2,3,17,1992,10,21,1993,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,516,"BUI","Burundi",-77,3,10,22,1993,7,25,1996,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,516,"BUI","Burundi",-5,2,7,26,1996,6,4,1998,0,5,1,0,0,2,4,2,4,2,2
,516,"BUI","Burundi",-1,3,6,5,1998,10,31,2001,1,2,1,0,0,3,3,3,4,3,6
,516,"BUI","Burundi",-88,4,11,1,2001,8,18,2005,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,516,"BUI","Burundi",6,5,8,19,2005,99,99,9999,7,1,2,2,4,6,3,4,7,6,8
,355,"BUL","Bulgaria",-4,2,4,29,1879,7,13,1881,0,4,3,1,1,3,1,0,1,3,4
,355,"BUL","Bulgaria",-6,2,7,14,1881,9,30,1883,0,6,3,1,1,1,1,0,1,1,4
,355,"BUL","Bulgaria",-1,3,10,1,1883,9,4,1886,3,4,3,1,2,3,5,5,2,3,10
,355,"BUL","Bulgaria",-5,8,9,5,1886,6,12,1894,1,6,2,1,4,1,3,3,3,1,6
,355,"BUL","Bulgaria",-9,19,6,13,1894,6,29,1913,0,9,3,1,1,1,4,2,1,1,2
,355,"BUL","Bulgaria",-66,1,6,30,1913,3,15,1914,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,355,"BUL","Bulgaria",-9,5,3,16,1914,10,4,1918,0,9,3,1,1,1,4,2,1,1,2
,355,"BUL","Bulgaria",2,1,10,5,1918,8,7,1919,4,2,3,3,4,3,3,3,8,3,6
,355,"BUL","Bulgaria",-3,15,8,8,1919,5,19,1934,1,4,2,1,4,3,3,3,3,3,6
,355,"BUL","Bulgaria",-88,1,5,20,1934,4,18,1935,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,355,"BUL","Bulgaria",-10,8,4,19,1935,8,29,1943,0,10,3,1,2,1,4,1,2,1,1
,355,"BUL","Bulgaria",-77,1,8,30,1943,9,5,1944,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,355,"BUL","Bulgaria",-88,2,9,6,1944,9,15,1946,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,355,"BUL","Bulgaria",-6,1,9,16,1946,12,4,1947,0,6,2,1,4,3,4,2,3,3,2
,355,"BUL","Bulgaria",-7,42,12,5,1947,3,29,1990,0,7,2,1,4,3,4,1,3,3,1
,355,"BUL","Bulgaria",8,11,3,30,1990,7,23,2001,8,0,3,3,4,7,2,3,8,7,7
1,355,"BUL","Bulgaria",9,9,7,24,2001,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,811,"CAM","Cambodia",-88,2,11,9,1953,9,11,1955,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,811,"CAM","Cambodia",-9,15,9,12,1955,3,18,1970,0,9,2,1,4,1,4,1,3,1,1
,811,"CAM","Cambodia",-88,2,3,19,1970,6,4,1972,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,811,"CAM","Cambodia",-5,3,6,5,1972,4,17,1975,0,5,2,0,0,1,3,2,5,1,3
,811,"CAM","Cambodia",-77,1,4,18,1975,3,30,1976,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,811,"CAM","Cambodia",-7,3,3,31,1976,1,7,1979,0,7,2,0,0,1,4,1,5,1,1
,811,"CAM","Cambodia",-66,10,1,8,1979,10,16,1988,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,811,"CAM","Cambodia",-88,5,10,17,1988,5,23,1993,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,811,"CAM","Cambodia",1,4,5,24,1993,7,5,1997,3,2,2,2,4,3,3,3,7,3,6
,811,"CAM","Cambodia",-7,1,7,6,1997,11,30,1998,0,7,1,0,0,1,4,1,4,1,1
1,811,"CAM","Cambodia",2,12,12,1,1998,99,99,9999,3,1,2,0,0,4,3,4,5,4,8
,20,"CAN","Canada",4,21,7,1,1867,6,30,1888,7,3,3,3,4,7,4,2,8,7,2
,20,"CAN","Canada",9,33,7,1,1888,12,5,1921,9,0,3,3,4,7,5,4,8,7,
1,20,"CAN","Canada",10,88,12,6,1921,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,471,"CAO","Cameroon",-6,7,1,1,1960,9,1,1966,0,6,2,1,4,3,4,2,3,3,2
,471,"CAO","Cameroon",-7,6,9,2,1966,5,21,1972,0,7,2,1,4,3,4,1,3,3,1
,471,"CAO","Cameroon",-8,10,5,22,1972,11,4,1982,0,8,2,1,4,2,4,1,3,2,1
,471,"CAO","Cameroon",-7,1,11,5,1982,8,22,1983,0,7,2,1,4,3,4,1,3,3,1
,471,"CAO","Cameroon",-8,8,8,23,1983,3,1,1992,0,8,2,1,4,2,4,1,3,2,1
1,471,"CAO","Cameroon",-4,19,3,2,1992,99,99,9999,1,5,2,1,4,2,3,3,3,2,6
,402,"CAP","Cape Verde",-4,10,7,5,1975,12,6,1985,2,6,2,1,4,5,4,1,3,5,1
,402,"CAP","Cape Verde",-3,4,12,7,1985,2,17,1990,2,5,2,1,4,5,4,2,3,5,2
